mvmt_id,node_id,osm_node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,lanes,ib_osm_node_id,ob_osm_node_id,type,penalty,capacity,ctrl_type,movement_str,geometry,volume,free_speed,allowed_uses
897,168,41957870,,495,1,,359,1,,1,8444581043,42273739,left,,,,NBL,"LINESTRING (-111.9366652784726 33.42313178717917, -111.9367513318967 33.42320473246352)",,,auto
898,168,41957870,,495,1,,360,1,,1,8444581043,42304472,right,,,,NBR,"LINESTRING (-111.9366652784726 33.42313178717917, -111.9365792731989 33.42320613655946)",,,auto
899,168,41957870,,495,1,,493,1,,1,8444581043,41529813,thru,,,,NBT,"LINESTRING (-111.9366652784726 33.42313178717917, -111.9366646301392 33.4232761013094)",,,auto
900,169,41961180,,245,1,,341,1,,1,,41852605,left,,,,NBL,"LINESTRING (-111.9329192631876 33.40654371669494, -111.9330039804209 33.4066145894583)",,,auto
901,169,41961180,,245,1,,342,1,,1,,41582920,right,,,,NBR,"LINESTRING (-111.9329192631876 33.40654371669494, -111.9328319261931 33.40661647739459)",,,auto
902,169,41961180,,340,1,,244,1,,1,41852605,,right,,,,EBR,"LINESTRING (-111.9330039804209 33.4066145894583, -111.9329192631876 33.40654371669494)",,,auto
903,169,41961180,,340,1,,342,1,,1,41852605,41582920,thru,,,,EBT,"LINESTRING (-111.9330039804209 33.4066145894583, -111.9328319261931 33.40661647739459)",,,auto
904,169,41961180,,343,1,,244,1,,1,41582920,,left,,,,WBL,"LINESTRING (-111.9328319261931 33.40661647739459, -111.9329192631876 33.40654371669494)",,,auto
905,169,41961180,,343,1,,341,1,,1,41582920,41852605,thru,,,,WBT,"LINESTRING (-111.9328319261931 33.40661647739459, -111.9330039804209 33.4066145894583)",,,auto
906,170,41966652,,246,1,,248,1,,1,41573974,41855562,thru,,,,EBT,"LINESTRING (-111.9233472254556 33.41289386657613, -111.9231751460421 33.41289430714345)",,,auto
907,170,41966652,,246,1,,273,1,,1,41573974,41548521,right,,,,EBR,"LINESTRING (-111.9233472254556 33.41289386657613, -111.9232604530558 33.41282235395307)",,,auto
908,170,41966652,,249,1,,247,1,,1,41855562,41573974,thru,,,,WBT,"LINESTRING (-111.9231751460421 33.41289430714345, -111.9233472254556 33.41289386657613)",,,auto
909,170,41966652,,249,1,,273,1,,1,41855562,41548521,left,,,,WBL,"LINESTRING (-111.9231751460421 33.41289430714345, -111.9232604530558 33.41282235395307)",,,auto
910,170,41966652,,274,1,,247,1,,1,41548521,41573974,left,,,,NBL,"LINESTRING (-111.9232604530558 33.41282235395307, -111.9233472254556 33.41289386657613)",,,auto
911,170,41966652,,274,1,,248,1,,1,41548521,41855562,right,,,,NBR,"LINESTRING (-111.9232604530558 33.41282235395307, -111.9231751460421 33.41289430714345)",,,auto
912,171,41966670,,262,1,,328,1,,1,41770192,42254473,left,,,,EBL,"LINESTRING (-111.917148789961 33.41293939103456, -111.9170818165929 33.41302242238837)",,,auto
913,171,41966670,,262,1,,329,1,,1,41770192,42348101,right,,,,EBR,"LINESTRING (-111.917148789961 33.41293939103456, -111.9170344911976 33.41288405073521)",,,auto
914,171,41966670,,327,1,,263,1,,1,42254473,41770192,right,,,,SBR,"LINESTRING (-111.9170818165929 33.41302242238837, -111.917148789961 33.41293939103456)",,,auto
915,171,41966670,,327,1,,329,1,,1,42254473,42348101,thru,,,,SBT,"LINESTRING (-111.9170818165929 33.41302242238837, -111.9170344911976 33.41288405073521)",,,auto
916,171,41966670,,330,1,,263,1,,1,42348101,41770192,left,,,,NBL,"LINESTRING (-111.9170344911976 33.41288405073521, -111.917148789961 33.41293939103456)",,,auto
917,171,41966670,,330,1,,328,1,,1,42348101,42254473,thru,,,,NBT,"LINESTRING (-111.9170344911976 33.41288405073521, -111.9170818165929 33.41302242238837)",,,auto
918,172,41995466,,271,1,,308,1,,1,1698683826_2625359006,3712803330,left,,,,EBL,"LINESTRING (-111.93820405973 33.41907684581457, -111.9381179983317 33.41915035739913)",,,auto
919,172,41995466,,271,1,,623,1,,1,1698683826_2625359006,3613374067,thru,,,,EBT,"LINESTRING (-111.93820405973 33.41907684581457, -111.9380319795545 33.41907818420204)",,,auto
920,172,41995466,,307,1,,270,1,,1,3712803330,1698683826_2625359006,right,,,,SBR,"LINESTRING (-111.9381179983317 33.41915035739913, -111.93820405973 33.41907684581457)",,,auto
921,172,41995466,,307,1,,623,1,,1,3712803330,3613374067,left,,,,SBL,"LINESTRING (-111.9381179983317 33.41915035739913, -111.9380319795545 33.41907818420204)",,,auto
922,172,41995466,,624,1,,270,1,,1,3613374067,1698683826_2625359006,thru,,,,WBT,"LINESTRING (-111.9380319795545 33.41907818420204, -111.93820405973 33.41907684581457)",,,auto
923,172,41995466,,624,1,,308,1,,1,3613374067,3712803330,right,,,,WBR,"LINESTRING (-111.9380319795545 33.41907818420204, -111.9381179983317 33.41915035739913)",,,auto
924,174,42208491,,287,1,,289,1,,1,5806074003,1799680775,thru,,,,SBT,"LINESTRING (-111.9177347053785 33.41844761232569, -111.9177370955586 33.41830331530598)",,,auto
925,174,42208491,,287,1,,331,1,,1,5806074003,41915323,left,,,,SBL,"LINESTRING (-111.9177347053785 33.41844761232569, -111.9176505975961 33.41837528647107)",,,auto
926,174,42208491,,287,1,,1367,1,,1,5806074003,41715037,right,,,,SBR,"LINESTRING (-111.9177347053785 33.41844761232569, -111.9178142761146 33.41840615189177)",,,auto
927,174,42208491,,290,1,,288,1,,1,1799680775,5806074003,thru,,,,NBT,"LINESTRING (-111.9177370955586 33.41830331530598, -111.9177347053785 33.41844761232569)",,,auto
928,174,42208491,,290,1,,331,1,,1,1799680775,41915323,right,,,,NBR,"LINESTRING (-111.9177370955586 33.41830331530598, -111.9176505975961 33.41837528647107)",,,auto
929,174,42208491,,290,1,,1367,1,,1,1799680775,41715037,left,,,,NBL,"LINESTRING (-111.9177370955586 33.41830331530598, -111.9178142761146 33.41840615189177)",,,auto
930,174,42208491,,332,1,,288,1,,1,41915323,5806074003,right,,,,WBR,"LINESTRING (-111.9176505975961 33.41837528647107, -111.9177347053785 33.41844761232569)",,,auto
931,174,42208491,,332,1,,289,1,,1,41915323,1799680775,left,,,,WBL,"LINESTRING (-111.9176505975961 33.41837528647107, -111.9177370955586 33.41830331530598)",,,auto
932,174,42208491,,332,1,,1367,1,,1,41915323,41715037,thru,,,,WBT,"LINESTRING (-111.9176505975961 33.41837528647107, -111.9178142761146 33.41840615189177)",,,auto
933,174,42208491,,1366,1,,288,1,,1,41715037,5806074003,left,,,,EBL,"LINESTRING (-111.9178142761146 33.41840615189177, -111.9177347053785 33.41844761232569)",,,auto
934,174,42208491,,1366,1,,289,1,,1,41715037,1799680775,right,,,,EBR,"LINESTRING (-111.9178142761146 33.41840615189177, -111.9177370955586 33.41830331530598)",,,auto
935,174,42208491,,1366,1,,331,1,,1,41715037,41915323,thru,,,,EBT,"LINESTRING (-111.9178142761146 33.41840615189177, -111.9176505975961 33.41837528647107)",,,auto
936,175,42208582,,379,1,,1234,1,,1,41657049,3983274697,right,,,,WBR,"LINESTRING (-111.9176198311797 33.40638693130378, -111.9177054462153 33.40646034020737)",,,auto
937,175,42208582,,379,1,,1235,1,,1,41657049,,left,,,,WBL,"LINESTRING (-111.9176198311797 33.40638693130378, -111.9177058540198 33.40638322182609)",,,auto
938,175,42208582,,1233,1,,378,1,,1,3983274697,41657049,left,,,,SBL,"LINESTRING (-111.9177054462153 33.40646034020737, -111.9176198311797 33.40638693130378)",,,auto
939,175,42208582,,1233,1,,1235,1,,1,3983274697,,thru,,,,SBT,"LINESTRING (-111.9177054462153 33.40646034020737, -111.9177058540198 33.40638322182609)",,,auto
940,175,42208582,,1236,1,,378,1,,1,,41657049,right,,,,NBR,"LINESTRING (-111.9177058540198 33.40638322182609, -111.9176198311797 33.40638693130378)",,,auto
941,175,42208582,,1236,1,,1234,1,,1,,3983274697,thru,,,,NBT,"LINESTRING (-111.9177058540198 33.40638322182609, -111.9177054462153 33.40646034020737)",,,auto
942,176,42254473,,298,1,,326,1,,1,41778978,330683972,right,,,,WBR,"LINESTRING (-111.9170370661845 33.41362732661273, -111.9171214781081 33.41370045611487)",,,auto
943,176,42254473,,298,1,,327,1,,1,41778978,41966670,left,,,,WBL,"LINESTRING (-111.9170370661845 33.41362732661273, -111.9171231098595 33.41355615249996)",,,auto
944,176,42254473,,325,1,,297,1,,1,330683972,41778978,left,,,,SBL,"LINESTRING (-111.9171214781081 33.41370045611487, -111.9170370661845 33.41362732661273)",,,auto
945,176,42254473,,325,1,,327,1,,1,330683972,41966670,thru,,,,SBT,"LINESTRING (-111.9171214781081 33.41370045611487, -111.9171231098595 33.41355615249996)",,,auto
946,176,42254473,,328,1,,297,1,,1,41966670,41778978,right,,,,NBR,"LINESTRING (-111.9171231098595 33.41355615249996, -111.9170370661845 33.41362732661273)",,,auto
947,176,42254473,,328,1,,326,1,,1,41966670,330683972,thru,,,,NBT,"LINESTRING (-111.9171231098595 33.41355615249996, -111.9171214781081 33.41370045611487)",,,auto
948,178,42273739,,356,1,,358,1,,1,41662587_2625359013,41957870,thru,,,,EBT,"LINESTRING (-111.9382454090515 33.42319114685874, -111.9380733106108 33.42319198403197)",,,auto
949,178,42273739,,356,1,,1202,1,,1,41662587_2625359013,2065989266_2916726375,right,,,,EBR,"LINESTRING (-111.9382454090515 33.42319114685874, -111.9381586322958 33.42311905418476)",,,auto
950,178,42273739,,359,1,,357,1,,1,41957870,41662587_2625359013,thru,,,,WBT,"LINESTRING (-111.9380733106108 33.42319198403197, -111.9382454090515 33.42319114685874)",,,auto
951,178,42273739,,359,1,,1202,1,,1,41957870,2065989266_2916726375,left,,,,WBL,"LINESTRING (-111.9380733106108 33.42319198403197, -111.9381586322958 33.42311905418476)",,,auto
952,178,42273739,,1203,1,,357,1,,1,2065989266_2916726375,41662587_2625359013,left,,,,NBL,"LINESTRING (-111.9381586322958 33.42311905418476, -111.9382454090515 33.42319114685874)",,,auto
953,178,42273739,,1203,1,,358,1,,1,2065989266_2916726375,41957870,right,,,,NBR,"LINESTRING (-111.9381586322958 33.42311905418476, -111.9380733106108 33.42319198403197)",,,auto
954,180,42304472,,313,1,,315,1,,1,316007232,41714339_8269005072,thru,,,,SBT,"LINESTRING (-111.9349879559052 33.42328097550365, -111.9349743633513 33.42313732634905)",,,auto
955,180,42304472,,313,1,,361,1,,1,316007232,41957870,right,,,,SBR,"LINESTRING (-111.9349879559052 33.42328097550365, -111.9350625691254 33.42320888915671)",,,auto
956,180,42304472,,316,1,,314,1,,1,41714339_8269005072,316007232,thru,,,,NBT,"LINESTRING (-111.9349743633513 33.42313732634905, -111.9349879559052 33.42328097550365)",,,auto
957,180,42304472,,316,1,,361,1,,1,41714339_8269005072,41957870,left,,,,NBL,"LINESTRING (-111.9349743633513 33.42313732634905, -111.9350625691254 33.42320888915671)",,,auto
958,180,42304472,,360,1,,314,1,,1,41957870,316007232,left,,,,EBL,"LINESTRING (-111.9350625691254 33.42320888915671, -111.9349879559052 33.42328097550365)",,,auto
959,180,42304472,,360,1,,315,1,,1,41957870,41714339_8269005072,right,,,,EBR,"LINESTRING (-111.9350625691254 33.42320888915671, -111.9349743633513 33.42313732634905)",,,auto
960,192,316007232,,24,1,,312,1,,1,41529813,41746582,left,,,,EBL,"LINESTRING (-111.9350669259967 33.42433623942645, -111.9349809899354 33.424406379549)",,,auto
961,192,316007232,,24,1,,313,1,,1,41529813,42304472,right,,,,EBR,"LINESTRING (-111.9350669259967 33.42433623942645, -111.9349829996064 33.42426208489697)",,,auto
962,192,316007232,,311,1,,25,1,,1,41746582,41529813,right,,,,SBR,"LINESTRING (-111.9349809899354 33.424406379549, -111.9350669259967 33.42433623942645)",,,auto
963,192,316007232,,311,1,,313,1,,1,41746582,42304472,thru,,,,SBT,"LINESTRING (-111.9349809899354 33.424406379549, -111.9349829996064 33.42426208489697)",,,auto
964,192,316007232,,314,1,,25,1,,1,42304472,41529813,left,,,,NBL,"LINESTRING (-111.9349829996064 33.42426208489697, -111.9350669259967 33.42433623942645)",,,auto
965,192,316007232,,314,1,,312,1,,1,42304472,41746582,thru,,,,NBT,"LINESTRING (-111.9349829996064 33.42426208489697, -111.9349809899354 33.424406379549)",,,auto
966,196,316128443,,396,2,,397,2,,1,2714318037,2714318030,thru,,,,EBT,"LINESTRING (-111.9357261494485 33.43045356688392, -111.9355678259941 33.4303999347639)",,,auto
967,196,316128443,,396,1,,540,1,,1,2714318037,2714318034,thru,,,,EBT,"LINESTRING (-111.9357261494485 33.43045356688392, -111.9355579485084 33.43042382511686)",,,auto
968,201,316872729,,411,1,,413,1,,1,42351391,5280009872,thru,,,,EBT,"LINESTRING (-111.9339133228731 33.41834459931945, -111.9337435373628 33.41832876958719)",,,auto
969,201,316872729,,411,1,,605,1,,1,42351391,316872733,right,,,,EBR,"LINESTRING (-111.9339133228731 33.41834459931945, -111.933827423976 33.41825588197293)",,,auto
970,201,316872729,,414,1,,412,1,,1,5280009872,42351391,thru,,,,WBT,"LINESTRING (-111.9337435373628 33.41832876958719, -111.9339133228731 33.41834459931945)",,,auto
971,201,316872729,,414,1,,605,1,,1,5280009872,316872733,left,,,,WBL,"LINESTRING (-111.9337435373628 33.41832876958719, -111.933827423976 33.41825588197293)",,,auto
972,201,316872729,,606,1,,412,1,,1,316872733,42351391,left,,,,NBL,"LINESTRING (-111.933827423976 33.41825588197293, -111.9339133228731 33.41834459931945)",,,auto
973,201,316872729,,606,1,,413,1,,1,316872733,5280009872,right,,,,NBR,"LINESTRING (-111.933827423976 33.41825588197293, -111.9337435373628 33.41832876958719)",,,auto
974,205,317445418,,204,1,,587,1,,1,41853706,41606208,right,,,,SBR,"LINESTRING (-111.9202919099306 33.41142502088778, -111.9203767830286 33.41135228051163)",,,auto
975,205,317445418,,204,1,,588,1,,1,41853706,3248854378,left,,,,SBL,"LINESTRING (-111.9202919099306 33.41142502088778, -111.9202047086714 33.41135346235575)",,,auto
976,205,317445418,,586,1,,205,1,,1,41606208,41853706,left,,,,EBL,"LINESTRING (-111.9203767830286 33.41135228051163, -111.9202919099306 33.41142502088778)",,,auto
977,205,317445418,,586,1,,588,1,,1,41606208,3248854378,thru,,,,EBT,"LINESTRING (-111.9203767830286 33.41135228051163, -111.9202047086714 33.41135346235575)",,,auto
978,205,317445418,,589,1,,205,1,,1,3248854378,41853706,right,,,,WBR,"LINESTRING (-111.9202047086714 33.41135346235575, -111.9202919099306 33.41142502088778)",,,auto
979,205,317445418,,589,1,,587,1,,1,3248854378,41606208,thru,,,,WBT,"LINESTRING (-111.9202047086714 33.41135346235575, -111.9203767830286 33.41135228051163)",,,auto
980,206,317654988,,620,1,,1363,1,,1,41654678,330689687,left,,,,NBL,"LINESTRING (-111.9205567767751 33.41865079238704, -111.9206406952641 33.41873433864459)",,,auto
981,206,317654988,,620,1,,1364,1,,1,41654678,41715037,right,,,,NBR,"LINESTRING (-111.9205567767751 33.41865079238704, -111.9204704813702 33.41871312009863)",,,auto
982,206,317654988,,1362,1,,619,1,,1,330689687,41654678,right,,,,EBR,"LINESTRING (-111.9206406952641 33.41873433864459, -111.9205567767751 33.41865079238704)",,,auto
983,206,317654988,,1362,1,,1364,1,,1,330689687,41715037,thru,,,,EBT,"LINESTRING (-111.9206406952641 33.41873433864459, -111.9204704813702 33.41871312009863)",,,auto
984,206,317654988,,1365,1,,619,1,,1,41715037,41654678,left,,,,WBL,"LINESTRING (-111.9204704813702 33.41871312009863, -111.9205567767751 33.41865079238704)",,,auto
985,206,317654988,,1365,1,,1363,1,,1,41715037,330689687,thru,,,,WBT,"LINESTRING (-111.9204704813702 33.41871312009863, -111.9206406952641 33.41873433864459)",,,auto
986,208,317701014,,804,1,,498,1,,1,41662596,2625359002,left,,,,SBL,"LINESTRING (-111.9400273252419 33.41752752088895, -111.9399431074009 33.41745448488909)",,,auto
987,208,317701014,,804,3,,1432,3,,1,41662596,4346575417,thru,,,,SBT,"LINESTRING (-111.9400273252419 33.41752752088895, -111.9400280686553 33.41744184931117)",,,auto
988,209,318033603,,714,2,3,730,1,2,2,2822050828,4347879984,thru,,,,NBT,"LINESTRING (-111.9090930211768 33.42191017533803, -111.9090918101751 33.42205448800993)",,,auto
989,209,318033603,,714,1,,845,1,,1,2822050828,4346605158,left,,,,NBL,"LINESTRING (-111.9090930211768 33.42191017533803, -111.9091784622067 33.42198112227818)",,,auto
990,209,318033603,,714,5,,935,2,,1,2822050828,3519311788,right,,,,NBR,"LINESTRING (-111.9090930211768 33.42191017533803, -111.9090063808473 33.42198329328288)",,,auto
991,209,318033603,,729,2,4,713,1,3,3,4347879984,2822050828,thru,,,,SBT,"LINESTRING (-111.9090918101751 33.42205448800993, -111.9090930211768 33.42191017533803)",,,auto
992,209,318033603,,729,5,,845,2,,1,4347879984,4346605158,right,,,,SBR,"LINESTRING (-111.9090918101751 33.42205448800993, -111.9091784622067 33.42198112227818)",,,auto
993,209,318033603,,729,1,,935,1,,1,4347879984,3519311788,left,,,,SBL,"LINESTRING (-111.9090918101751 33.42205448800993, -111.9090063808473 33.42198329328288)",,,auto
994,209,318033603,,844,5,,713,3,,1,4346605158,2822050828,right,,,,EBR,"LINESTRING (-111.9091784622067 33.42198112227818, -111.9090930211768 33.42191017533803)",,,auto
995,209,318033603,,844,1,,730,1,,1,4346605158,4347879984,left,,,,EBL,"LINESTRING (-111.9091784622067 33.42198112227818, -111.9090918101751 33.42205448800993)",,,auto
996,209,318033603,,844,2,3,935,1,2,2,4346605158,3519311788,thru,,,,EBT,"LINESTRING (-111.9091784622067 33.42198112227818, -111.9090063808473 33.42198329328288)",,,auto
997,209,318033603,,936,1,,713,1,,1,3519311788,2822050828,left,,,,WBL,"LINESTRING (-111.9090063808473 33.42198329328288, -111.9090930211768 33.42191017533803)",,,auto
998,209,318033603,,936,5,,730,2,,1,3519311788,4347879984,right,,,,WBR,"LINESTRING (-111.9090063808473 33.42198329328288, -111.9090918101751 33.42205448800993)",,,auto
999,209,318033603,,936,2,3,845,1,2,2,3519311788,4346605158,thru,,,,WBT,"LINESTRING (-111.9090063808473 33.42198329328288, -111.9091784622067 33.42198112227818)",,,auto
1000,213,330683937,,933,2,,932,2,,1,4347879969,4346571428,thru,,,,WBT,"LINESTRING (-111.9176123107602 33.41487849551708, -111.9177843613858 33.4148764028148)",,,auto
1001,213,330683937,,933,1,,1178,1,,1,4347879969,330683971,left,,,,WBL,"LINESTRING (-111.9176123107602 33.41487849551708, -111.9176983631952 33.41480634479959)",,,auto
1002,213,330683937,,933,3,,1220,1,,1,4347879969,5200239406,right,,,,WBR,"LINESTRING (-111.9176123107602 33.41487849551708, -111.9176951310717 33.41495061056714)",,,auto
1003,213,330683937,,1179,1,,932,1,,1,330683971,4346571428,left,,,,NBL,"LINESTRING (-111.9176983631952 33.41480634479959, -111.9177843613858 33.4148764028148)",,,auto
1004,213,330683937,,1179,1,,1220,1,,1,330683971,5200239406,thru,,,,NBT,"LINESTRING (-111.9176983631952 33.41480634479959, -111.9176951310717 33.41495061056714)",,,auto
1005,213,330683937,,1219,2,,932,2,,1,5200239406,4346571428,right,,,,SBR,"LINESTRING (-111.9176951310717 33.41495061056714, -111.9177843613858 33.4148764028148)",,,auto
1006,213,330683937,,1219,1,,1178,1,,1,5200239406,330683971,thru,,,,SBT,"LINESTRING (-111.9176951310717 33.41495061056714, -111.9176983631952 33.41480634479959)",,,auto
1007,224,330683970,,417,1,,769,2,,1,41606183,3719273480,right,,,,NBR,"LINESTRING (-111.9204476742069 33.41463518063943, -111.9203634570364 33.41469656557135)",,,auto
1008,224,330683970,,417,1,,1192,1,,1,41606183,330689965,thru,,,,NBT,"LINESTRING (-111.9204476742069 33.41463518063943, -111.9204248374561 33.41477670237011)",,,auto
1009,224,330683970,,763,3,,418,1,,1,4346571427,41606183,right,,,,EBR,"LINESTRING (-111.9205345792728 33.4147070310585, -111.9204476742069 33.41463518063943)",,,auto
1010,224,330683970,,763,2,,769,2,,1,4346571427,3719273480,thru,,,,EBT,"LINESTRING (-111.9205345792728 33.4147070310585, -111.9203634570364 33.41469656557135)",,,auto
1011,224,330683970,,763,1,,1192,1,,1,4346571427,330689965,left,,,,EBL,"LINESTRING (-111.9205345792728 33.4147070310585, -111.9204248374561 33.41477670237011)",,,auto
1012,224,330683970,,1191,1,,418,1,,1,330683938,41606183,thru,,,,SBT,"LINESTRING (-111.9204868401727 33.4147719491914, -111.9204476742069 33.41463518063943)",,,auto
1013,224,330683970,,1191,1,,769,2,,1,330683938,3719273480,left,,,,SBL,"LINESTRING (-111.9204868401727 33.4147719491914, -111.9203634570364 33.41469656557135)",,,auto
1014,224,330683970,,1191,1,,1192,1,,1,330683938,330689965,uturn,,,,SBU,"LINESTRING (-111.9204868401727 33.4147719491914, -111.9204248374561 33.41477670237011)",,,auto
1015,234,330691322,,634,4,,427,1,,1,4347879979,330689192_330689685,right,,,,NBR,"LINESTRING (-111.9262993545621 33.42002563265721, -111.9262389100807 33.42004643165492)",,,auto
1016,234,330691322,,634,1,3,636,1,3,3,4347879979,1501648953,thru,,,,NBT,"LINESTRING (-111.9262993545621 33.42002563265721, -111.9262993509961 33.42016994895216)",,,auto
1017,234,330691322,,637,1,,427,1,,1,1501648953,330689192_330689685,thru,,,,SBT,"LINESTRING (-111.9262993509961 33.42016994895216, -111.9262389100807 33.42004643165492)",,,auto
1018,234,330691322,,637,3,,635,3,,1,1501648953,4347879979,thru,,,,SBT,"LINESTRING (-111.9262993509961 33.42016994895216, -111.9262993545621 33.42002563265721)",,,auto
1019,238,335595768,,1094,1,,1186,3,,1,2704829954,4347879985,thru,,,,NBT,"LINESTRING (-111.9262090908854 33.42374410327793, -111.9262259130517 33.42388699287104)",,,auto
1020,238,335595768,,1185,1,3,1186,1,3,3,2704829953,4347879985,thru,,,,NBT,"LINESTRING (-111.9262264448385 33.4237426773897, -111.9262259130517 33.42388699287104)",,,auto
1021,244,337829641,,362,1,,364,1,,1,42348101,41778983,thru,,,,EBT,"LINESTRING (-111.9156810289831 33.41270377910802, -111.9155109366119 33.41268189285623)",,,auto
1022,244,337829641,,362,1,,449,1,,1,42348101,337830082,right,,,,EBR,"LINESTRING (-111.9156810289831 33.41270377910802, -111.915608464463 33.41262141530725)",,,auto
1023,244,337829641,,365,1,,363,1,,1,41778983,42348101,thru,,,,WBT,"LINESTRING (-111.9155109366119 33.41268189285623, -111.9156810289831 33.41270377910802)",,,auto
1024,244,337829641,,365,1,,449,1,,1,41778983,337830082,left,,,,WBL,"LINESTRING (-111.9155109366119 33.41268189285623, -111.915608464463 33.41262141530725)",,,auto
1025,244,337829641,,450,1,,363,1,,1,337830082,42348101,left,,,,NBL,"LINESTRING (-111.915608464463 33.41262141530725, -111.9156810289831 33.41270377910802)",,,auto
1026,244,337829641,,450,1,,364,1,,1,337830082,41778983,right,,,,NBR,"LINESTRING (-111.915608464463 33.41262141530725, -111.9155109366119 33.41268189285623)",,,auto
1027,246,338058726,,1333,1,,1335,1,,1,5668170615,41546646,thru,,,,EBT,"LINESTRING (-111.9236280789172 33.41014947897136, -111.9234560161058 33.41015125955568)",,,auto
1028,246,338058726,,1333,1,,1411,1,,1,5668170615,6496439526,right,,,,EBR,"LINESTRING (-111.9236280789172 33.41014947897136, -111.9235414136314 33.4100785473679)",,,auto
1029,246,338058726,,1336,1,,1334,1,,1,41546646,5668170615,thru,,,,WBT,"LINESTRING (-111.9234560161058 33.41015125955568, -111.9236280789172 33.41014947897136)",,,auto
1030,246,338058726,,1336,1,,1411,1,,1,41546646,6496439526,left,,,,WBL,"LINESTRING (-111.9234560161058 33.41015125955568, -111.9235414136314 33.4100785473679)",,,auto
1031,246,338058726,,1410,1,,1334,1,,1,6496439526,5668170615,left,,,,NBL,"LINESTRING (-111.9235414136314 33.4100785473679, -111.9236280789172 33.41014947897136)",,,auto
1032,246,338058726,,1410,1,,1335,1,,1,6496439526,41546646,right,,,,NBR,"LINESTRING (-111.9235414136314 33.4100785473679, -111.9234560161058 33.41015125955568)",,,auto
1033,255,1617023089,,747,2,,1494,2,,1,2714317987,4346523219,thru,,,,WBT,"LINESTRING (-111.9427805978267 33.42956819477487, -111.9429046996164 33.42966716809433)",,,auto
1034,255,1617023089,,747,1,,1497,1,,1,2714317987,255819874,thru,,,,WBT,"LINESTRING (-111.9427805978267 33.42956819477487, -111.9429222940448 33.42964216240089)",,,auto
1035,260,1799680775,,289,1,,291,1,,1,42208491,41654681,thru,,,,SBT,"LINESTRING (-111.9177397357805 33.41773416678139, -111.9177410104571 33.41758985606422)",,,auto
1036,260,1799680775,,289,1,,374,1,,1,42208491,41915327,left,,,,SBL,"LINESTRING (-111.9177397357805 33.41773416678139, -111.9176539127726 33.41766179733527)",,,auto
1037,260,1799680775,,292,1,,290,1,,1,41654681,42208491,thru,,,,NBT,"LINESTRING (-111.9177410104571 33.41758985606422, -111.9177397357805 33.41773416678139)",,,auto
1038,260,1799680775,,292,1,,374,1,,1,41654681,41915327,right,,,,NBR,"LINESTRING (-111.9177410104571 33.41758985606422, -111.9176539127726 33.41766179733527)",,,auto
1039,260,1799680775,,375,1,,290,1,,1,41915327,42208491,right,,,,WBR,"LINESTRING (-111.9176539127726 33.41766179733527, -111.9177397357805 33.41773416678139)",,,auto
1040,260,1799680775,,375,1,,291,1,,1,41915327,41654681,left,,,,WBL,"LINESTRING (-111.9176539127726 33.41766179733527, -111.9177410104571 33.41758985606422)",,,auto
1041,271,2305982029,,168,1,,170,1,,1,41770192,41770195,thru,,,,SBT,"LINESTRING (-111.9182798450837 33.41237736687495, -111.91827915267 33.41223305159315)",,,auto
1042,271,2305982029,,168,1,,480,1,,1,41770192,2305982037,left,,,,SBL,"LINESTRING (-111.9182798450837 33.41237736687495, -111.9181934154631 33.41230620442047)",,,auto
1043,271,2305982029,,171,1,,169,1,,1,41770195,41770192,thru,,,,NBT,"LINESTRING (-111.91827915267 33.41223305159315, -111.9182798450837 33.41237736687495)",,,auto
1044,271,2305982029,,171,1,,480,1,,1,41770195,2305982037,right,,,,NBR,"LINESTRING (-111.91827915267 33.41223305159315, -111.9181934154631 33.41230620442047)",,,auto
1045,271,2305982029,,481,1,,169,1,,1,2305982037,41770192,right,,,,WBR,"LINESTRING (-111.9181934154631 33.41230620442047, -111.9182798450837 33.41237736687495)",,,auto
1046,271,2305982029,,481,1,,170,1,,1,2305982037,41770195,left,,,,WBL,"LINESTRING (-111.9181934154631 33.41230620442047, -111.91827915267 33.41223305159315)",,,auto
1047,272,2305982037,,480,1,,482,1,,1,2305982029,2305982038,left,,,,EBL,"LINESTRING (-111.9163684145827 33.41120395894909, -111.9162476901188 33.41126974952817)",,,auto
1048,272,2305982037,,480,1,,484,1,,1,2305982029,2305982039,thru,,,,EBT,"LINESTRING (-111.9163684145827 33.41120395894909, -111.9161963614961 33.41120193202602)",,,auto
1049,272,2305982037,,483,1,,481,1,,1,2305982038,2305982029,right,,,,SBR,"LINESTRING (-111.9162476901188 33.41126974952817, -111.9163684145827 33.41120395894909)",,,auto
1050,272,2305982037,,483,1,,484,1,,1,2305982038,2305982039,left,,,,SBL,"LINESTRING (-111.9162476901188 33.41126974952817, -111.9161963614961 33.41120193202602)",,,auto
1051,272,2305982037,,485,1,,481,1,,1,2305982039,2305982029,thru,,,,WBT,"LINESTRING (-111.9161963614961 33.41120193202602, -111.9163684145827 33.41120395894909)",,,auto
1052,272,2305982037,,485,1,,482,1,,1,2305982039,2305982038,right,,,,WBR,"LINESTRING (-111.9161963614961 33.41120193202602, -111.9162476901188 33.41126974952817)",,,auto
