mvmt_id,timing_phase_id,timing_plan_id,signal_phase_num,min_green,max_green,extension,clearance,walk_time,ped_clearance,ring,barrier,position,geometry
193,2,0,10,19,19,,,19,,,,41533544,"LINESTRING (-111.94123 33.4176195, -111.941205 33.416204, -111.9399894 33.4162047)"
195,2,0,11,19,19,,,19,,,,41533544,"LINESTRING (-111.94123 33.4176195, -111.941205 33.416204, -111.9411894 33.4147443)"
194,2,0,12,19,19,,,19,,,,41533544,"LINESTRING (-111.94123 33.4176195, -111.941205 33.416204, -111.9424528 33.4161904)"
202,1,0,1,12,12,,,13,,,,41533545,"LINESTRING (-111.9424188 33.4147283, -111.9411894 33.4147443, -111.941205 33.416204)"
201,1,0,2,12,12,,,13,,,,41533545,"LINESTRING (-111.9424188 33.4147283, -111.9411894 33.4147443, -111.9408253 33.4147456)"
199,1,0,5,12,12,,,13,,,,41533545,"LINESTRING (-111.9408253 33.4147456, -111.9411894 33.4147443, -111.9424188 33.4147283)"
200,1,0,6,12,12,,,13,,,,41533545,"LINESTRING (-111.9408253 33.4147456, -111.9411894 33.4147443, -111.941205 33.416204)"
203,2,0,10,6,6,,,19,,,,41533545,"LINESTRING (-111.941205 33.416204, -111.9411894 33.4147443, -111.9408253 33.4147456)"
204,2,0,12,6,6,,,19,,,,41533545,"LINESTRING (-111.941205 33.416204, -111.9411894 33.4147443, -111.9424188 33.4147283)"
213,1,0,2,12,12,,,13,,,,41546640,"LINESTRING (-111.9381253 33.4089, -111.9360118 33.4095058, -111.9352728 33.4095791)"
212,1,0,3,12,12,,,13,,,,41546640,"LINESTRING (-111.9381253 33.4089, -111.9360118 33.4095058, -111.9359689 33.4089)"
215,1,0,4,12,12,,,13,,,,41546640,"LINESTRING (-111.9352728 33.4095791, -111.9360118 33.4095058, -111.9359689 33.4089)"
216,1,0,5,12,12,,,13,,,,41546640,"LINESTRING (-111.9352728 33.4095791, -111.9360118 33.4095058, -111.9381253 33.4089)"
209,2,0,7,6,6,,,19,,,,41546640,"LINESTRING (-111.9359689 33.4089, -111.9360118 33.4095058, -111.9381253 33.4089)"
210,2,0,9,6,6,,,19,,,,41546640,"LINESTRING (-111.9359689 33.4089, -111.9360118 33.4095058, -111.9352728 33.4095791)"
217,3,0,1,12,12,,,13,,,,41548521,"LINESTRING (-111.9242329 33.4119115, -111.9232523 33.4118914, -111.9232609 33.4128945)"
218,3,0,3,12,12,,,13,,,,41548521,"LINESTRING (-111.9242329 33.4119115, -111.9232523 33.4118914, -111.9232571 33.4112193)"
221,1,0,7,5,5,,,20,,,,41548521,"LINESTRING (-111.9232571 33.4112193, -111.9232523 33.4118914, -111.9242329 33.4119115)"
222,2,0,8,12,12,,,13,,,,41548521,"LINESTRING (-111.9232571 33.4112193, -111.9232523 33.4118914, -111.9232609 33.4128945)"
220,2,0,11,12,12,,,13,,,,41548521,"LINESTRING (-111.9232609 33.4128945, -111.9232523 33.4118914, -111.9232571 33.4112193)"
219,2,0,12,12,12,,,13,,,,41548521,"LINESTRING (-111.9232609 33.4128945, -111.9232523 33.4118914, -111.9242329 33.4119115)"
227,1,0,1,12,12,,,13,,,,41563455,"LINESTRING (-111.9426338 33.4136098, -111.94234 33.4136148, -111.9424188 33.4147283)"
228,1,0,2,12,12,,,13,,,,41563455,"LINESTRING (-111.9426338 33.4136098, -111.94234 33.4136148, -111.9398928 33.4136273)"
226,1,0,5,12,12,,,13,,,,41563455,"LINESTRING (-111.9398928 33.4136273, -111.94234 33.4136148, -111.9426338 33.4136098)"
225,1,0,6,12,12,,,13,,,,41563455,"LINESTRING (-111.9398928 33.4136273, -111.94234 33.4136148, -111.9424188 33.4147283)"
223,2,0,10,6,6,,,19,,,,41563455,"LINESTRING (-111.9424188 33.4147283, -111.94234 33.4136148, -111.9398928 33.4136273)"
224,2,0,12,6,6,,,19,,,,41563455,"LINESTRING (-111.9424188 33.4147283, -111.94234 33.4136148, -111.9426338 33.4136098)"
239,1,0,1,19,19,,,19,,,,41563456,"LINESTRING (-111.9442483 33.4146347, -111.9424188 33.4147283, -111.9424528 33.4161904)"
240,1,0,2,19,19,,,19,,,,41563456,"LINESTRING (-111.9442483 33.4146347, -111.9424188 33.4147283, -111.9411894 33.4147443)"
238,1,0,3,19,19,,,19,,,,41563456,"LINESTRING (-111.9442483 33.4146347, -111.9424188 33.4147283, -111.94234 33.4136148)"
235,1,0,4,19,19,,,19,,,,41563456,"LINESTRING (-111.9411894 33.4147443, -111.9424188 33.4147283, -111.94234 33.4136148)"
237,1,0,5,19,19,,,19,,,,41563456,"LINESTRING (-111.9411894 33.4147443, -111.9424188 33.4147283, -111.9442483 33.4146347)"
236,1,0,6,19,19,,,19,,,,41563456,"LINESTRING (-111.9411894 33.4147443, -111.9424188 33.4147283, -111.9424528 33.4161904)"
231,2,0,7,19,19,,,19,,,,41563456,"LINESTRING (-111.94234 33.4136148, -111.9424188 33.4147283, -111.9442483 33.4146347)"
229,2,0,8,19,19,,,19,,,,41563456,"LINESTRING (-111.94234 33.4136148, -111.9424188 33.4147283, -111.9424528 33.4161904)"
230,2,0,9,19,19,,,19,,,,41563456,"LINESTRING (-111.94234 33.4136148, -111.9424188 33.4147283, -111.9411894 33.4147443)"
233,2,0,10,19,19,,,19,,,,41563456,"LINESTRING (-111.9424528 33.4161904, -111.9424188 33.4147283, -111.9411894 33.4147443)"
232,2,0,11,19,19,,,19,,,,41563456,"LINESTRING (-111.9424528 33.4161904, -111.9424188 33.4147283, -111.94234 33.4136148)"
234,2,0,12,19,19,,,19,,,,41563456,"LINESTRING (-111.9424528 33.4161904, -111.9424188 33.4147283, -111.9442483 33.4146347)"
245,3,0,4,12,12,,,13,,,,41563458,"LINESTRING (-111.941205 33.416204, -111.9424528 33.4161904, -111.9424188 33.4147283)"
246,3,0,6,12,12,,,13,,,,41563458,"LINESTRING (-111.941205 33.416204, -111.9424528 33.4161904, -111.9424525 33.4176183)"
241,2,0,8,12,12,,,13,,,,41563458,"LINESTRING (-111.9424188 33.4147283, -111.9424528 33.4161904, -111.9424525 33.4176183)"
242,2,0,9,12,12,,,13,,,,41563458,"LINESTRING (-111.9424188 33.4147283, -111.9424528 33.4161904, -111.941205 33.416204)"
244,1,0,10,5,5,,,20,,,,41563458,"LINESTRING (-111.9424525 33.4176183, -111.9424528 33.4161904, -111.941205 33.416204)"
243,2,0,11,12,12,,,13,,,,41563458,"LINESTRING (-111.9424525 33.4176183, -111.9424528 33.4161904, -111.9424188 33.4147283)"
251,3,0,4,12,12,,,13,,,,41563460,"LINESTRING (-111.94123 33.4176195, -111.9424525 33.4176183, -111.9424528 33.4161904)"
252,3,0,6,12,12,,,13,,,,41563460,"LINESTRING (-111.94123 33.4176195, -111.9424525 33.4176183, -111.9423945 33.4190482)"
247,2,0,8,12,12,,,13,,,,41563460,"LINESTRING (-111.9424528 33.4161904, -111.9424525 33.4176183, -111.9423945 33.4190482)"
248,2,0,9,12,12,,,13,,,,41563460,"LINESTRING (-111.9424528 33.4161904, -111.9424525 33.4176183, -111.94123 33.4176195)"
250,1,0,10,5,5,,,20,,,,41563460,"LINESTRING (-111.9423945 33.4190482, -111.9424525 33.4176183, -111.94123 33.4176195)"
249,2,0,11,12,12,,,13,,,,41563460,"LINESTRING (-111.9423945 33.4190482, -111.9424525 33.4176183, -111.9424528 33.4161904)"
263,1,0,1,19,19,,,19,,,,41563464,"LINESTRING (-111.9442453 33.4189174, -111.9423945 33.4190482, -111.9423734 33.4204313)"
264,1,0,2,19,19,,,19,,,,41563464,"LINESTRING (-111.9442453 33.4189174, -111.9423945 33.4190482, -111.9412375 33.4190521)"
262,1,0,3,19,19,,,19,,,,41563464,"LINESTRING (-111.9442453 33.4189174, -111.9423945 33.4190482, -111.9424525 33.4176183)"
259,1,0,4,19,19,,,19,,,,41563464,"LINESTRING (-111.9412375 33.4190521, -111.9423945 33.4190482, -111.9424525 33.4176183)"
261,1,0,5,19,19,,,19,,,,41563464,"LINESTRING (-111.9412375 33.4190521, -111.9423945 33.4190482, -111.9442453 33.4189174)"
260,1,0,6,19,19,,,19,,,,41563464,"LINESTRING (-111.9412375 33.4190521, -111.9423945 33.4190482, -111.9423734 33.4204313)"
255,2,0,7,19,19,,,19,,,,41563464,"LINESTRING (-111.9424525 33.4176183, -111.9423945 33.4190482, -111.9442453 33.4189174)"
253,2,0,8,19,19,,,19,,,,41563464,"LINESTRING (-111.9424525 33.4176183, -111.9423945 33.4190482, -111.9423734 33.4204313)"
254,2,0,9,19,19,,,19,,,,41563464,"LINESTRING (-111.9424525 33.4176183, -111.9423945 33.4190482, -111.9412375 33.4190521)"
257,2,0,10,19,19,,,19,,,,41563464,"LINESTRING (-111.9423734 33.4204313, -111.9423945 33.4190482, -111.9412375 33.4190521)"
256,2,0,11,19,19,,,19,,,,41563464,"LINESTRING (-111.9423734 33.4204313, -111.9423945 33.4190482, -111.9424525 33.4176183)"
258,2,0,12,19,19,,,19,,,,41563464,"LINESTRING (-111.9423734 33.4204313, -111.9423945 33.4190482, -111.9442453 33.4189174)"
270,1,0,1,19,19,,,19,,,,41563475,"LINESTRING (-111.9428734 33.4219273, -111.9423899 33.4219281, -111.9423987 33.4224828)"
268,1,0,2,19,19,,,19,,,,41563475,"LINESTRING (-111.9428734 33.4219273, -111.9423899 33.4219281, -111.9417462 33.4219298)"
269,1,0,3,19,19,,,19,,,,41563475,"LINESTRING (-111.9428734 33.4219273, -111.9423899 33.4219281, -111.9423905 33.4212237)"
266,1,0,4,19,19,,,19,,,,41563475,"LINESTRING (-111.9417462 33.4219298, -111.9423899 33.4219281, -111.9423905 33.4212237)"
265,1,0,5,19,19,,,19,,,,41563475,"LINESTRING (-111.9417462 33.4219298, -111.9423899 33.4219281, -111.9428734 33.4219273)"
267,1,0,6,19,19,,,19,,,,41563475,"LINESTRING (-111.9417462 33.4219298, -111.9423899 33.4219281, -111.9423987 33.4224828)"
272,2,0,7,19,19,,,19,,,,41563475,"LINESTRING (-111.9423905 33.4212237, -111.9423899 33.4219281, -111.9428734 33.4219273)"
273,2,0,8,19,19,,,19,,,,41563475,"LINESTRING (-111.9423905 33.4212237, -111.9423899 33.4219281, -111.9423987 33.4224828)"
271,2,0,9,19,19,,,19,,,,41563475,"LINESTRING (-111.9423905 33.4212237, -111.9423899 33.4219281, -111.9417462 33.4219298)"
274,2,0,10,19,19,,,19,,,,41563475,"LINESTRING (-111.9423987 33.4224828, -111.9423899 33.4219281, -111.9417462 33.4219298)"
276,2,0,11,19,19,,,19,,,,41563475,"LINESTRING (-111.9423987 33.4224828, -111.9423899 33.4219281, -111.9423905 33.4212237)"
275,2,0,12,19,19,,,19,,,,41563475,"LINESTRING (-111.9423987 33.4224828, -111.9423899 33.4219281, -111.9428734 33.4219273)"
281,1,0,1,19,19,,,19,,,,41563500,"LINESTRING (-111.9442814 33.4254737, -111.943347 33.4254811, -111.9433518 33.4260281)"
280,1,0,2,19,19,,,19,,,,41563500,"LINESTRING (-111.9442814 33.4254737, -111.943347 33.4254811, -111.9412736 33.4254885)"
282,1,0,3,19,19,,,19,,,,41563500,"LINESTRING (-111.9442814 33.4254737, -111.943347 33.4254811, -111.9433507 33.4249452)"
278,1,0,4,19,19,,,19,,,,41563500,"LINESTRING (-111.9412736 33.4254885, -111.943347 33.4254811, -111.9433507 33.4249452)"
279,1,0,5,19,19,,,19,,,,41563500,"LINESTRING (-111.9412736 33.4254885, -111.943347 33.4254811, -111.9442814 33.4254737)"
277,1,0,6,19,19,,,19,,,,41563500,"LINESTRING (-111.9412736 33.4254885, -111.943347 33.4254811, -111.9433518 33.4260281)"
288,2,0,7,19,19,,,19,,,,41563500,"LINESTRING (-111.9433507 33.4249452, -111.943347 33.4254811, -111.9442814 33.4254737)"
287,2,0,8,19,19,,,19,,,,41563500,"LINESTRING (-111.9433507 33.4249452, -111.943347 33.4254811, -111.9433518 33.4260281)"
286,2,0,9,19,19,,,19,,,,41563500,"LINESTRING (-111.9433507 33.4249452, -111.943347 33.4254811, -111.9412736 33.4254885)"
283,2,0,10,19,19,,,19,,,,41563500,"LINESTRING (-111.9433518 33.4260281, -111.943347 33.4254811, -111.9412736 33.4254885)"
284,2,0,11,19,19,,,19,,,,41563500,"LINESTRING (-111.9433518 33.4260281, -111.943347 33.4254811, -111.9433507 33.4249452)"
285,2,0,12,19,19,,,19,,,,41563500,"LINESTRING (-111.9433518 33.4260281, -111.943347 33.4254811, -111.9442814 33.4254737)"
289,3,0,4,12,12,,,13,,,,41563515,"LINESTRING (-111.9400156 33.427385, -111.9427719 33.4275569, -111.9430789 33.4272077)"
290,3,0,6,12,12,,,13,,,,41563515,"LINESTRING (-111.9400156 33.427385, -111.9427719 33.4275569, -111.9425545 33.4279426)"
292,2,0,8,12,12,,,13,,,,41563515,"LINESTRING (-111.9430789 33.4272077, -111.9427719 33.4275569, -111.9425545 33.4279426)"
291,2,0,9,12,12,,,13,,,,41563515,"LINESTRING (-111.9430789 33.4272077, -111.9427719 33.4275569, -111.9400156 33.427385)"
293,1,0,10,5,5,,,20,,,,41563515,"LINESTRING (-111.9425545 33.4279426, -111.9427719 33.4275569, -111.9400156 33.427385)"
294,2,0,11,12,12,,,13,,,,41563515,"LINESTRING (-111.9425545 33.4279426, -111.9427719 33.4275569, -111.9430789 33.4272077)"
295,3,0,4,12,12,,,9,,,,41573974,"LINESTRING (-111.9232609 33.4128945, -111.9262973 33.4128826, -111.9262942 33.4124964)"
296,3,0,6,12,12,,,9,,,,41573974,"LINESTRING (-111.9232609 33.4128945, -111.9262973 33.4128826, -111.9262984 33.4131293)"
298,2,0,8,8,8,,,13,,,,41573974,"LINESTRING (-111.9262942 33.4124964, -111.9262973 33.4128826, -111.9262984 33.4131293)"
297,2,0,9,8,8,,,13,,,,41573974,"LINESTRING (-111.9262942 33.4124964, -111.9262973 33.4128826, -111.9232609 33.4128945)"
299,1,0,10,5,5,,,16,,,,41573974,"LINESTRING (-111.9262984 33.4131293, -111.9262973 33.4128826, -111.9232609 33.4128945)"
300,2,0,11,8,8,,,13,,,,41573974,"LINESTRING (-111.9262984 33.4131293, -111.9262973 33.4128826, -111.9262942 33.4124964)"
302,1,0,1,15,15,,,14,,,,41573980,"LINESTRING (-111.9294043 33.4166443, -111.9263074 33.4168484, -111.9263004 33.4173778)"
301,1,0,2,15,15,,,14,,,,41573980,"LINESTRING (-111.9294043 33.4166443, -111.9263074 33.4168484, -111.9225348 33.4167548)"
303,1,0,3,15,15,,,14,,,,41573980,"LINESTRING (-111.9294043 33.4166443, -111.9263074 33.4168484, -111.9263066 33.4163725)"
306,1,0,4,15,15,,,14,,,,41573980,"LINESTRING (-111.9225348 33.4167548, -111.9263074 33.4168484, -111.9263066 33.4163725)"
304,1,0,5,15,15,,,14,,,,41573980,"LINESTRING (-111.9225348 33.4167548, -111.9263074 33.4168484, -111.9294043 33.4166443)"
305,1,0,6,15,15,,,14,,,,41573980,"LINESTRING (-111.9225348 33.4167548, -111.9263074 33.4168484, -111.9263004 33.4173778)"
310,2,0,7,13,13,,,16,,,,41573980,"LINESTRING (-111.9263066 33.4163725, -111.9263074 33.4168484, -111.9294043 33.4166443)"
312,2,0,8,13,13,,,16,,,,41573980,"LINESTRING (-111.9263066 33.4163725, -111.9263074 33.4168484, -111.9263004 33.4173778)"
311,2,0,9,13,13,,,16,,,,41573980,"LINESTRING (-111.9263066 33.4163725, -111.9263074 33.4168484, -111.9225348 33.4167548)"
308,2,0,10,13,13,,,16,,,,41573980,"LINESTRING (-111.9263004 33.4173778, -111.9263074 33.4168484, -111.9225348 33.4167548)"
309,2,0,11,13,13,,,16,,,,41573980,"LINESTRING (-111.9263004 33.4173778, -111.9263074 33.4168484, -111.9263066 33.4163725)"
307,2,0,12,13,13,,,16,,,,41573980,"LINESTRING (-111.9263004 33.4173778, -111.9263074 33.4168484, -111.9294043 33.4166443)"
318,3,0,1,12,12,,,10,,,,41573982,"LINESTRING (-111.9277064 33.4186462, -111.9262905 33.4191375, -111.9262872 33.419546)"
317,3,0,3,12,12,,,10,,,,41573982,"LINESTRING (-111.9277064 33.4186462, -111.9262905 33.4191375, -111.9262944 33.4185822)"
314,1,0,7,5,5,,,17,,,,41573982,"LINESTRING (-111.9262944 33.4185822, -111.9262905 33.4191375, -111.9277064 33.4186462)"
313,2,0,8,9,9,,,13,,,,41573982,"LINESTRING (-111.9262944 33.4185822, -111.9262905 33.4191375, -111.9262872 33.419546)"
315,2,0,11,9,9,,,13,,,,41573982,"LINESTRING (-111.9262872 33.419546, -111.9262905 33.4191375, -111.9262944 33.4185822)"
316,2,0,12,9,9,,,13,,,,41573982,"LINESTRING (-111.9262872 33.419546, -111.9262905 33.4191375, -111.9277064 33.4186462)"
320,3,0,4,12,12,,,13,,,,41604294,"LINESTRING (-111.9379621 33.4119438, -111.9397324 33.4119109, -111.9396664 33.4111275)"
319,3,0,6,12,12,,,13,,,,41604294,"LINESTRING (-111.9379621 33.4119438, -111.9397324 33.4119109, -111.9397375 33.4128425)"
324,2,0,8,12,12,,,13,,,,41604294,"LINESTRING (-111.9396664 33.4111275, -111.9397324 33.4119109, -111.9397375 33.4128425)"
323,2,0,9,12,12,,,13,,,,41604294,"LINESTRING (-111.9396664 33.4111275, -111.9397324 33.4119109, -111.9379621 33.4119438)"
321,1,0,10,5,5,,,20,,,,41604294,"LINESTRING (-111.9397375 33.4128425, -111.9397324 33.4119109, -111.9379621 33.4119438)"
322,2,0,11,12,12,,,13,,,,41604294,"LINESTRING (-111.9397375 33.4128425, -111.9397324 33.4119109, -111.9396664 33.4111275)"
326,1,0,1,12,12,,,13,,,,41604295,"LINESTRING (-111.9397324 33.4119109, -111.9379621 33.4119438, -111.9379608 33.4128944)"
325,1,0,2,12,12,,,13,,,,41604295,"LINESTRING (-111.9397324 33.4119109, -111.9379621 33.4119438, -111.9365723 33.4119575)"
327,1,0,5,12,12,,,13,,,,41604295,"LINESTRING (-111.9365723 33.4119575, -111.9379621 33.4119438, -111.9397324 33.4119109)"
328,1,0,6,12,12,,,13,,,,41604295,"LINESTRING (-111.9365723 33.4119575, -111.9379621 33.4119438, -111.9379608 33.4128944)"
330,2,0,10,6,6,,,19,,,,41604295,"LINESTRING (-111.9379608 33.4128944, -111.9379621 33.4119438, -111.9365723 33.4119575)"
329,2,0,12,6,6,,,19,,,,41604295,"LINESTRING (-111.9379608 33.4128944, -111.9379621 33.4119438, -111.9397324 33.4119109)"
332,1,0,1,12,12,,,13,,,,41604297,"LINESTRING (-111.9379621 33.4119438, -111.9365723 33.4119575, -111.9365803 33.4129111)"
331,1,0,2,12,12,,,13,,,,41604297,"LINESTRING (-111.9379621 33.4119438, -111.9365723 33.4119575, -111.9349297 33.4119783)"
333,1,0,5,12,12,,,13,,,,41604297,"LINESTRING (-111.9349297 33.4119783, -111.9365723 33.4119575, -111.9379621 33.4119438)"
334,1,0,6,12,12,,,13,,,,41604297,"LINESTRING (-111.9349297 33.4119783, -111.9365723 33.4119575, -111.9365803 33.4129111)"
336,2,0,10,6,6,,,19,,,,41604297,"LINESTRING (-111.9365803 33.4129111, -111.9365723 33.4119575, -111.9349297 33.4119783)"
335,2,0,12,6,6,,,19,,,,41604297,"LINESTRING (-111.9365803 33.4129111, -111.9365723 33.4119575, -111.9379621 33.4119438)"
338,1,0,1,19,19,,,19,,,,41604298,"LINESTRING (-111.9365723 33.4119575, -111.9349297 33.4119783, -111.9349328 33.4135475)"
337,1,0,2,19,19,,,19,,,,41604298,"LINESTRING (-111.9365723 33.4119575, -111.9349297 33.4119783, -111.9306853 33.4120477)"
339,1,0,3,19,19,,,19,,,,41604298,"LINESTRING (-111.9365723 33.4119575, -111.9349297 33.4119783, -111.9349226 33.4103317)"
342,1,0,4,19,19,,,19,,,,41604298,"LINESTRING (-111.9306853 33.4120477, -111.9349297 33.4119783, -111.9349226 33.4103317)"
340,1,0,5,19,19,,,19,,,,41604298,"LINESTRING (-111.9306853 33.4120477, -111.9349297 33.4119783, -111.9365723 33.4119575)"
341,1,0,6,19,19,,,19,,,,41604298,"LINESTRING (-111.9306853 33.4120477, -111.9349297 33.4119783, -111.9349328 33.4135475)"
346,2,0,7,19,19,,,19,,,,41604298,"LINESTRING (-111.9349226 33.4103317, -111.9349297 33.4119783, -111.9365723 33.4119575)"
348,2,0,8,19,19,,,19,,,,41604298,"LINESTRING (-111.9349226 33.4103317, -111.9349297 33.4119783, -111.9349328 33.4135475)"
347,2,0,9,19,19,,,19,,,,41604298,"LINESTRING (-111.9349226 33.4103317, -111.9349297 33.4119783, -111.9306853 33.4120477)"
344,2,0,10,19,19,,,19,,,,41604298,"LINESTRING (-111.9349328 33.4135475, -111.9349297 33.4119783, -111.9306853 33.4120477)"
345,2,0,11,19,19,,,19,,,,41604298,"LINESTRING (-111.9349328 33.4135475, -111.9349297 33.4119783, -111.9349226 33.4103317)"
343,2,0,12,19,19,,,19,,,,41604298,"LINESTRING (-111.9349328 33.4135475, -111.9349297 33.4119783, -111.9365723 33.4119575)"
350,1,0,1,12,12,,,13,,,,41606183,"LINESTRING (-111.9209653 33.4128775, -111.9204281 33.4128828, -111.9204485 33.4147071)"
349,1,0,2,12,12,,,13,,,,41606183,"LINESTRING (-111.9209653 33.4128775, -111.9204281 33.4128828, -111.9203154 33.4128768)"
351,1,0,5,12,12,,,13,,,,41606183,"LINESTRING (-111.9203154 33.4128768, -111.9204281 33.4128828, -111.9209653 33.4128775)"
352,1,0,6,12,12,,,13,,,,41606183,"LINESTRING (-111.9203154 33.4128768, -111.9204281 33.4128828, -111.9204485 33.4147071)"
354,2,0,10,6,6,,,19,,,,41606183,"LINESTRING (-111.9204485 33.4147071, -111.9204281 33.4128828, -111.9203154 33.4128768)"
353,2,0,12,6,6,,,19,,,,41606183,"LINESTRING (-111.9204485 33.4147071, -111.9204281 33.4128828, -111.9209653 33.4128775)"
358,1,0,2,12,12,,,13,,,,41606207,"LINESTRING (-111.9210845 33.4128799, -111.9209653 33.4128775, -111.9204281 33.4128828)"
357,1,0,3,12,12,,,13,,,,41606207,"LINESTRING (-111.9210845 33.4128799, -111.9209653 33.4128775, -111.920949 33.41231)"
359,1,0,4,12,12,,,13,,,,41606207,"LINESTRING (-111.9204281 33.4128828, -111.9209653 33.4128775, -111.920949 33.41231)"
360,1,0,5,12,12,,,13,,,,41606207,"LINESTRING (-111.9204281 33.4128828, -111.9209653 33.4128775, -111.9210845 33.4128799)"
355,2,0,7,6,6,,,19,,,,41606207,"LINESTRING (-111.920949 33.41231, -111.9209653 33.4128775, -111.9210845 33.4128799)"
356,2,0,9,6,6,,,19,,,,41606207,"LINESTRING (-111.920949 33.41231, -111.9209653 33.4128775, -111.9204281 33.4128828)"
363,1,0,1,12,12,,,13,,,,41606208,"LINESTRING (-111.9215725 33.411344, -111.9209439 33.4113482, -111.9209422 33.4116865)"
364,1,0,2,12,12,,,13,,,,41606208,"LINESTRING (-111.9215725 33.411344, -111.9209439 33.4113482, -111.9202907 33.4113526)"
366,1,0,5,12,12,,,13,,,,41606208,"LINESTRING (-111.9202907 33.4113526, -111.9209439 33.4113482, -111.9215725 33.411344)"
365,1,0,6,12,12,,,13,,,,41606208,"LINESTRING (-111.9202907 33.4113526, -111.9209439 33.4113482, -111.9209422 33.4116865)"
362,2,0,10,6,6,,,19,,,,41606208,"LINESTRING (-111.9209422 33.4116865, -111.9209439 33.4113482, -111.9202907 33.4113526)"
361,2,0,12,6,6,,,19,,,,41606208,"LINESTRING (-111.9209422 33.4116865, -111.9209439 33.4113482, -111.9215725 33.411344)"
370,1,0,2,12,12,,,13,,,,41617200,"LINESTRING (-111.9292499 33.40974, -111.928383 33.4097448, -111.926503 33.4097547)"
369,1,0,3,12,12,,,13,,,,41617200,"LINESTRING (-111.9292499 33.40974, -111.928383 33.4097448, -111.9283745 33.4090473)"
371,1,0,4,12,12,,,13,,,,41617200,"LINESTRING (-111.926503 33.4097547, -111.928383 33.4097448, -111.9283745 33.4090473)"
372,1,0,5,12,12,,,13,,,,41617200,"LINESTRING (-111.926503 33.4097547, -111.928383 33.4097448, -111.9292499 33.40974)"
367,2,0,7,6,6,,,19,,,,41617200,"LINESTRING (-111.9283745 33.4090473, -111.928383 33.4097448, -111.9292499 33.40974)"
368,2,0,9,6,6,,,19,,,,41617200,"LINESTRING (-111.9283745 33.4090473, -111.928383 33.4097448, -111.926503 33.4097547)"
374,1,0,11,5,5,,,5,,,,41624255,"LINESTRING (-111.9400269 33.417428, -111.9399667 33.4167979, -111.9395404 33.4160198)"
376,1,0,2,5,5,,,5,,,,41624258,"LINESTRING (-111.939166 33.4147167, -111.9373669 33.4146466, -111.9370216 33.4146084)"
382,3,0,4,14,14,,,21,,,,41654675,"LINESTRING (-111.9263074 33.4168484, -111.9294043 33.4166443, -111.9306499 33.4147876)"
381,3,0,6,14,14,,,21,,,,41654675,"LINESTRING (-111.9263074 33.4168484, -111.9294043 33.4166443, -111.9301745 33.4173982)"
388,1,0,7,7,7,,,28,,,,41654675,"LINESTRING (-111.9305745 33.4152628, -111.9294043 33.4166443, -111.9301745 33.4173982)"
386,2,0,8,14,14,,,21,,,,41654675,"LINESTRING (-111.9305745 33.4152628, -111.9294043 33.4166443, -111.928844 33.4180457)"
389,1,0,9,7,7,,,28,,,,41654675,"LINESTRING (-111.9305745 33.4152628, -111.9294043 33.4166443, -111.9306499 33.4147876)"
384,1,0,10,7,7,,,28,,,,41654675,"LINESTRING (-111.9301745 33.4173982, -111.9294043 33.4166443, -111.9263074 33.4168484)"
379,2,0,11,14,14,,,21,,,,41654675,"LINESTRING (-111.928844 33.4180457, -111.9294043 33.4166443, -111.9306499 33.4147876)"
385,1,0,12,7,7,,,28,,,,41654675,"LINESTRING (-111.9301745 33.4173982, -111.9294043 33.4166443, -111.9306499 33.4147876)"
391,1,0,1,12,12,,,13,,,,41654678,"LINESTRING (-111.9223108 33.4167475, -111.920587 33.4167118, -111.9205552 33.4187226)"
390,1,0,2,12,12,,,13,,,,41654678,"LINESTRING (-111.9223108 33.4167475, -111.920587 33.4167118, -111.9192 33.416689)"
392,1,0,5,12,12,,,13,,,,41654678,"LINESTRING (-111.9192 33.416689, -111.920587 33.4167118, -111.9223108 33.4167475)"
393,1,0,6,12,12,,,13,,,,41654678,"LINESTRING (-111.9192 33.416689, -111.920587 33.4167118, -111.9205552 33.4187226)"
395,2,0,10,6,6,,,19,,,,41654678,"LINESTRING (-111.9205552 33.4187226, -111.920587 33.4167118, -111.9192 33.416689)"
394,2,0,12,6,6,,,19,,,,41654678,"LINESTRING (-111.9205552 33.4187226, -111.920587 33.4167118, -111.9223108 33.4167475)"
396,1,0,3,51,51,,,9,,,,41662596,"LINESTRING (-111.94123 33.4176195, -111.9400362 33.4176249, -111.940029 33.4174558)"
400,1,0,4,51,51,,,9,,,,41662596,"LINESTRING (-111.9398468 33.4176189, -111.9400362 33.4176249, -111.940029 33.4174558)"
399,1,0,5,51,51,,,9,,,,41662596,"LINESTRING (-111.9398468 33.4176189, -111.9400362 33.4176249, -111.94123 33.4176195)"
398,2,0,11,8,8,,,52,,,,41662596,"LINESTRING (-111.939941 33.4190564, -111.9400362 33.4176249, -111.940029 33.4174558)"
397,2,0,12,8,8,,,52,,,,41662596,"LINESTRING (-111.939941 33.4190564, -111.9400362 33.4176249, -111.94123 33.4176195)"
401,3,0,1,12,12,,,13,,,,41662601,"LINESTRING (-111.94234 33.4136148, -111.9398928 33.4136273, -111.9399016 33.4142825)"
402,3,0,3,12,12,,,13,,,,41662601,"LINESTRING (-111.94234 33.4136148, -111.9398928 33.4136273, -111.9398917 33.4135032)"
405,1,0,7,5,5,,,20,,,,41662601,"LINESTRING (-111.9398917 33.4135032, -111.9398928 33.4136273, -111.94234 33.4136148)"
