name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes,reference_cycle_length
,502,4346611234,,,,,,,-111.9284571,33.4288722,,,,
,503,4346611235,,,,,,,-111.9279262,33.428948,,,,
,504,4346613073,,,,,,,-111.9300918,33.4286969,,,,
,505,4346613074,,,,,,,-111.9332589,33.42946,,,,
,506,4346613075,,,,,,,-111.9333493,33.4294743,,,,
,507,4346614526,,,,,,,-111.9391344,33.4297661,,,,
,508,4346614527,,,,,,,-111.9345889,33.429813,,,,
,509,4346614528,,,,,,,-111.9346717,33.4298726,,,,
,510,4346614529,,,,,,,-111.9368145,33.4306868,,,,
,511,4346615106,,,,,,,-111.9406832,33.4295107,,,,
,512,4346615107,,,,,,,-111.9420775,33.4295382,,,,
,513,4346615108,,,,,,,-111.9417837,33.4295365,,,,
,514,4346615109,,,,,,,-111.9431442,33.4297815,,,,
,515,4346615538,,,,,,,-111.9433431,33.4307227,,,,
,516,4346615540,,,,,,,-111.9433707,33.4312259,,,,
,517,4346622265,,,,,,,-111.9099576,33.4290973,,,,
,518,4346622266,,,,,,,-111.9097142,33.429122,,,,
,519,4346622267,,,,,,,-111.9186041,33.4292126,,,,
,520,4346622268,,,,,,,-111.9217497,33.4292597,,,,
,521,4346622269,,,,,,,-111.917438,33.4293305,,,,
,522,4346624051,,,,,,,-111.9083245,33.4293683,,,,
,523,4347874709,,,,,,,-111.9397915,33.4068077,,,,
,524,4347874711,,,,,,,-111.9405939,33.4074032,,,,
,525,4347874712,,,,,,,-111.9389839,33.4074225,,,,
,526,4347874713,,,,,,,-111.9354177,33.4074426,,,,
,527,4347874714,,,,,,,-111.9344169,33.4074542,,,,
,528,4347874715,,,,,,,-111.9398844,33.4080275,,,,
,529,4347879966,,,,,,,-111.9262948,33.4140912,,,,
,530,4347879967,,,,,,,-111.9091162,33.4141228,,,,
,531,4347879968,,,,,,,-111.907599,33.4148463,,,,
,532,4347879969,,,,,,,-111.9167018,33.4148707,,,,
,533,4347879970,,,,,,,-111.9091146,33.415374,,,,
,534,4347879971,,,,,,,-111.9262936,33.4155005,,,,
,535,4347879972,,,,,,,-111.9263007,33.4163769,,,,
,536,4347879973,,,,,,,-111.909107,33.4172087,,,,
,537,4347879974,,,,,,,-111.9263004,33.4173778,,,,
,538,4347879975,,,,,,,-111.9263,33.4175412,,,,
,539,4347879976,,,,,,,-111.9091035,33.4177774,,,,
,540,4347879977,,,,,,,-111.9262955,33.4184244,,,,
,541,4347879978,,,,,,,-111.9262944,33.4185822,,,,
,542,4347879979,,,,,,,-111.926299,33.4195429,,,,
,543,4347879980,,,,,,,-111.9263916,33.4208903,,,,
,544,4347879981,,,,,,,-111.9262395,33.4214276,,,,
,545,4347879982,,,,,,,-111.9090227,33.421459,,,,
,546,4347879983,,,,,,,-111.9264012,33.4227473,,,,
,547,4347879984,,,,,,,-111.9090865,33.422857,,,,
,548,4347879985,,,,,,,-111.9262248,33.4242002,,,,
,549,4347879986,,,,,,,-111.926379,33.4250061,,,,
,550,4347879987,,,,,,,-111.9090695,33.4285518,,,,
,551,4347879988,,,,,,,-111.9262931,33.4294787,,,,
,552,4347888489,,,,,,,-111.9091495,33.430223,,,,
,553,4347900901,,,,,,,-111.9262858,33.4066282,,,,
,554,4347900902,,,,,,,-111.9091145,33.4068521,,,,
,555,4347900905,,,,,,,-111.9099258,33.4074356,,,,
,556,4347900906,,,,,,,-111.9119245,33.4074381,,,,
,557,4347900907,,,,,,,-111.9138803,33.407441,,,,
,558,4347900908,,,,,,,-111.9161352,33.4074426,,,,
,559,4347900909,,,,,,,-111.9230728,33.4074436,,,,
,560,4347900910,,,,,,,-111.9243424,33.4074438,,,,
,561,4347900911,,,,,,,-111.9199744,33.4074441,,,,
,562,4347900912,,,,,,,-111.9195397,33.4074443,,,,
,563,4347900913,,,,,,,-111.9214184,33.4074444,,,,
,564,4347900914,,,,,,,-111.9252008,33.4074445,,,,
,565,4347900915,,,,,,,-111.9183745,33.4074446,,,,
,566,4347900916,,,,,,,-111.925503,33.4074447,,,,
,567,4347900922,,,,,,,-111.9270016,33.4075087,,,,
,568,4347900924,,,,,,,-111.9256844,33.4075643,,,,
,569,4347900926,,,,,,,-111.9082621,33.4075674,,,,
,570,4347900927,,,,,,,-111.9251976,33.4075685,,,,
,571,4347900928,,,,,,,-111.9106315,33.407571,,,,
,572,4347900929,,,,,,,-111.9247739,33.4075717,,,,
,573,4347900930,,,,,,,-111.9126153,33.4075737,,,,
,574,4347900931,,,,,,,-111.9209418,33.4075741,,,,
,575,4347900932,,,,,,,-111.9148321,33.4075753,,,,
,576,4347900933,,,,,,,-111.917013,33.407576,,,,
,577,4347900934,,,,,,,-111.9189369,33.4075769,,,,
,578,4347900935,,,,,,,-111.9219839,33.4075771,,,,
,579,4347900936,,,,,,,-111.9195304,33.4075772,,,,
,580,4347900937,,,,,,,-111.9204775,33.4075777,,,,
,581,4347900938,,,,,,,-111.9232831,33.4075793,,,,
,582,4347900939,,,,,,,-111.9091078,33.4082217,,,,
,583,4347900940,,,,,,,-111.9262744,33.4083544,,,,
,584,4347900941,,,,,,,-111.9091088,33.4085182,,,,
,585,4347900942,,,,,,,-111.9262882,33.4105131,,,,
,586,4347900943,,,,,,,-111.9262942,33.4124964,,,,
,587,4347900944,,,,,,,-111.9262984,33.4131293,,,,
,588,4347908523,,,,,,,-111.9093089,33.4325046,,,,
,589,4636339214,,,,,,,-111.9388999,33.4205078,,,,
,590,4636339233,,,,,,,-111.9397193,33.4204945,,,,
,591,4716102663,,,,,,,-111.9277064,33.4186462,,,,
,592,4716134185,traffic_signals,,signal,,,,-111.9291473,33.4148012,,,,
,593,4716134186,traffic_signals,,signal,,,,-111.9291456,33.4146674,,,,
,594,4716137945,,,,,,,-111.93269,33.4173629,,,,
,595,4716137951,,,,,,,-111.9301745,33.4173982,,,,
,596,4897758639,,,,,,,-111.9401355,33.4074051,,,,
,599,5078867005,,,,,,,-111.9273686,33.4148082,,,,
,600,5078867154,,,,,,,-111.9245817,33.4147173,,,,
,601,5078867483,,,,,,,-111.9240547,33.4148207,,,,
,602,5080816830,,,,,,,-111.9414688,33.4238299,,,,
,603,5080817378,,,,,,,-111.9418695,33.423497,,,,
,604,5133355428,,,,,,,-111.9263688,33.4275117,,,,
,605,5133355429,,,,,,,-111.9262149,33.4275095,,,,
,606,5146893078,,,,,,,-111.927372,33.4146858,,,,
,607,5162833626,,,,,,,-111.9433518,33.4260281,,,,
,608,5162833627,,,,,,,-111.9430789,33.4272077,,,,
,609,5162833628,,,,,,,-111.9425545,33.4279426,,,,
,610,5162981682,,,,,,,-111.9381867,33.4300134,,,,
,611,5165002575,,,,,,,-111.9305333,33.4289205,,,,
,612,5165146154,,,,,,,-111.9224969,33.4147141,,,,
,614,5199796535,,,,,,,-111.9448055,33.4291415,,,,
,615,5200239406,,,,,,,-111.9176985,33.4151844,,,,
,616,5200239407,,,,,,,-111.9177082,33.4200246,,,,
,617,5200239408,,,,,,,-111.9177035,33.4216544,,,,
,618,5200239409,,,,,,,-111.9176821,33.4222296,,,,
,619,5200239411,,,,,,,-111.9176978,33.4092243,,,,
,620,5200239412,,,,,,,-111.9176951,33.408003,,,,
,621,5200239418,,,,,,,-111.9423987,33.4224828,,,,
,622,5200239419,,,,,,,-111.9433507,33.4249452,,,,
,623,5200239420,,,,,,,-111.9349055,33.4071062,,,,
,624,5200239621,,,,,,,-111.9349089,33.4079907,,,,
,625,5200239622,,,,,,,-111.9349493,33.414314,,,,
,626,5200239623,,,,,,,-111.9349498,33.4155051,,,,
,627,5200239624,,,,,,,-111.9349506,33.4161111,,,,
,628,5201685460,,,,,,,-111.921125,33.4154858,,,,
,629,5201685461,,,,,,,-111.9254783,33.4195802,,,,
,630,5201685462,,,,,,,-111.9305745,33.4152628,,,,
,631,5201685464,,,,,,,-111.928844,33.4180457,,,,
,632,5201685465,,,,,,,-111.9288801,33.4195869,,,,
,633,5201685466,,,,,,,-111.9289065,33.4200493,,,,
,634,5201685467,,,,,,,-111.9289618,33.4208697,,,,
,635,5201685468,,,,,,,-111.9289364,33.4215873,,,,
,636,5201685469,,,,,,,-111.9293204,33.422626,,,,
,637,5201685470,,,,,,,-111.9295097,33.4227418,,,,
,638,5201685471,,,,,,,-111.9290413,33.4223935,,,,
,639,5201685472,,,,,,,-111.9291136,33.4224748,,,,
,640,5201685473,,,,,,,-111.9339446,33.4251998,,,,
,641,5201685474,,,,,,,-111.9358356,33.4255093,,,,
,642,5258562214,,,,,,,-111.9432183,33.4242317,,,,
,643,5261052473,,,,,,,-111.9313563,33.420664,,,,
,644,5261052478,,,,,,,-111.9316996,33.4207468,,,,
,645,5261052480,,,,,,,-111.9317273,33.4218424,,,,
,646,5261052481,,,,,,,-111.9316969,33.4202848,,,,
,647,5261052497,,,,,,,-111.9339909,33.4220122,,,,
,648,5280009872,crossing;traffic_signals,,signal,,,,-111.9288549,33.4184369,,,,
,649,5333539971,,,,,,,-111.936655,33.4174833,,,,
,650,5333539972,traffic_signals,,signal,,,,-111.9366276,33.4162059,,,,
,651,5333560369,,,,,,,-111.9366575,33.4176535,,,,
,652,5338062390,,,,,,,-111.9293144,33.4297279,,,,
,653,5341183656,,,,,,,-111.9344649,33.4096352,,,,
,654,5341183659,,,,,,,-111.9338902,33.4096095,,,,
,655,5341183662,,,,,,,-111.9338376,33.4093122,,,,
,656,5341183669,,,,,,,-111.9311446,33.4093331,,,,
,657,5341183677,,,,,,,-111.9349226,33.4103317,,,,
,658,5343247775,,,,,,,-111.9317292,33.4215199,,,,
,659,5343247776,,,,,,,-111.9317246,33.4212406,,,,
,660,5414658105,,,,,,,-111.9278714,33.4202692,,,,
,661,5618898812,,,,,,,-111.9228964,33.4220263,,,,
,662,5634899221,,,,,,,-111.9451628,33.4291392,,,,
,663,5634899224,,,,,,,-111.9451095,33.4294457,,,,
,664,5634899227,,,,,,,-111.9450555,33.4291399,,,,
,665,5634899230,,,,,,,-111.9447374,33.4305631,,,,
,666,5634899234,,,,,,,-111.9452165,33.4294497,,,,
,667,5634899235,,,,,,,-111.9445366,33.4305672,,,,
,668,5634899236,,,,,,,-111.9445329,33.4307844,,,,
,669,5634899237,,,,,,,-111.9445362,33.4301978,,,,
,670,5646687226,,,,,,,-111.925416,33.4168118,,,,
,671,5649130661,,,,,,,-111.919576,33.4067545,,,,
,672,5649130663,,,,,,,-111.9196861,33.4069048,,,,
,673,5650675608,,,,,,,-111.9242329,33.4119115,,,,
,674,5650675848,,,,,,,-111.9285601,33.4146783,,,,
,675,5650675862,,,,,,,-111.9283494,33.4126305,,,,
,676,5665460110,,,,,,,-111.9430383,33.4219283,,,,
,677,5668170566,,,,,,,-111.9262731,33.4079581,,,,
,678,5668170604,,,,,,,-111.9262799,33.4098462,,,,
,679,5668170614,,,,,,,-111.9257941,33.4101273,,,,
,680,5668170615,,,,,,,-111.9255669,33.4101291,,,,
,681,5668932816,,,,,,,-111.9085518,33.4074305,,,,
,682,5697454668,,,,,,,-111.9446684,33.4307709,,,,
,683,5697454669,,,,,,,-111.9452441,33.4307647,,,,
,684,5697454674,,,,,,,-111.9451318,33.4305537,,,,
,685,5697454679,,,,,,,-111.9450364,33.4307669,,,,
,686,5700838099,,,,,,,-111.9091161,33.4158327,,,,
,687,5700838104,,,,,,,-111.9091146,33.4164484,,,,
,688,5770246246,,,,,,,-111.9398829,33.4130694,,,,
,689,5806074003,stop,,,,,,-111.9177134,33.4194298,,,,
,690,5822074196,,,,,,,-111.9176121,33.4169322,,,,
,691,5986666325,,,,,,,-111.9407231,33.4213245,,,,
,692,6058475294,,,,,,,-111.9385439,33.4074173,,,,
,693,6058475298,,,,,,,-111.9391558,33.4074189,,,,
,694,6283476043,,,,,,,-111.914737,33.4322288,,,,
,695,6283476083,,,,,,,-111.919633,33.4299964,,,,
,696,6283476285,,,,,,,-111.919635,33.4295616,,,,
,697,6283476293,,,,,,,-111.9179144,33.4294474,,,,
,698,6283476296,,,,,,,-111.9180887,33.4301945,,,,
,699,6283476302,,,,,,,-111.9166557,33.4305645,,,,
,700,6283476303,,,,,,,-111.9172022,33.4308627,,,,
,701,6442049052,,,,,,,-111.9450095,33.4294461,,,,
,702,6442049053,,,,,,,-111.9449304,33.4305591,,,,
,703,6442049054,,,,,,,-111.9453641,33.4305477,,,,
,704,6453652431,,,,,,,-111.9451009,33.4254702,,,,
,705,6453652435,,,,,,,-111.9446931,33.425471,,,,
,706,6496439509,,,,,,,-111.9340719,33.4074553,,,,
,707,6496439522,,,,,,,-111.9290279,33.4074428,,,,
,708,6496439524,,,,,,,-111.9311381,33.407433,,,,
,709,6496439526,,,,,,,-111.9237187,33.4079673,,,,
,710,6678068362,,,,,,,-111.9289516,33.4212032,,,,
,711,6701033509,,,,,,,-111.9105708,33.4147001,,,,
,712,6701033511,,,,,,,-111.9104449,33.4133193,,,,
,713,6701033513,,,,,,,-111.910382,33.414697,,,,
,714,6701033514,,,,,,,-111.9104503,33.4127103,,,,
,715,6786314013,,,,,,,-111.936319,33.4255035,,,,
,716,6796038632,,,,,,,-111.9377644,33.4242905,,,,
,717,6888570461,,,,,,,-111.9085434,33.4075681,,,,
,718,7125038250,,,,,,,-111.9412469,33.4264549,,,,
,719,7125038251,,,,,,,-111.9412513,33.426127,,,,
,720,7241586262,,,,,,,-111.9262783,33.4094872,,,,
,721,7241586266,,,,,,,-111.9262808,33.4099305,,,,
,722,7241586272,,,,,,,-111.9262827,33.4100947,,,,
,723,7241586275,,,,,,,-111.9262835,33.4101537,,,,
,724,7264975962,,,,,,,-111.9423307,33.4204818,,,,
,725,7264975967,,,,,,,-111.9424213,33.4204698,,,,
,726,7264975968,,,,,,,-111.9411873,33.4204889,,,,
,727,7264975984,,,,,,,-111.9423284,33.4204704,,,,
,728,7265020285,,,,,,,-111.9412797,33.4204834,,,,
,729,7265020286,,,,,,,-111.9411875,33.4204825,,,,
,730,7265020287,,,,,,,-111.9412313,33.4204449,,,,
,731,7265020288,,,,,,,-111.94123,33.4205223,,,,
,732,7265020297,,,,,,,-111.9423773,33.4204312,,,,
,733,7890703228,,,,,,,-111.9091153,33.413681,,,,
,734,8019704786,,,,,,,-111.942523,33.429252,,,,
,735,8019704799,,,,,,,-111.9427707,33.4291942,,,,
,736,8019704805,,,,,,,-111.9427017,33.4291063,,,,
,737,8022891687,,,,,,,-111.9430137,33.4296434,,,,
,738,8084775623,,,,,,,-111.9195914,33.406981,,,,
,739,8084775627,,,,,,,-111.919683,33.4068264,,,,
,740,8084775628,,,,,,,-111.9195102,33.4069797,,,,
,741,8084775629,,,,,,,-111.9195486,33.4072925,,,,
,742,8119660259,,,,,,,-111.9148228,33.4323224,,,,
,743,8122988904,,,,,,,-111.9263941,33.4233419,,,,
,744,8122988905,,,,,,,-111.9275107,33.4233377,,,,
,746,8269005069,,,,,,,-111.9339885,33.4219235,,,,
,748,8444419082,,,,,,,-111.9275636,33.4186999,,,,
,749,8444581043,,,,,,,-111.9366651,33.4223635,,,,
,750,8444581072,,,,,,,-111.9391012,33.4244499,,,,
,751,8444584097,,,,,,,-111.9451058,33.4218963,,,,
,752,8447095134,,,,,,,-111.9392023,33.420496,,,,
,753,8447095146,,,,,,,-111.9389085,33.4204277,,,,
,754,8447095274,,,,,,,-111.9333809,33.417357,,,,
,755,8447633870,,,,,,,-111.9090565,33.410527,,,,
,756,8447633871,,,,,,,-111.9090591,33.4114902,,,,
,757,8464164195,,,,,,,-111.9091127,33.4090648,,,,
,758,8464164198,,,,,,,-111.9091664,33.4105267,,,,
,759,8464164199,,,,,,,-111.9091671,33.4114897,,,,
,760,8464164201,,,,,,,-111.9091115,33.412465,,,,
,761,,,,,,,,-111.9074988,33.4190125,,,boundary node created by osm2gmns,
,762,,,,,,,,-111.9454283,33.4139083,,,boundary node created by osm2gmns,
,763,,,,,,,,-111.9226174,33.4063787,,,boundary node created by osm2gmns,
,764,,,,,,,,-111.9454283,33.4131862,,,boundary node created by osm2gmns,
,765,,,,,,,,-111.92797,33.4063787,,,boundary node created by osm2gmns,
,766,,,,,,,,-111.9074988,33.4168545,,,boundary node created by osm2gmns,
,767,,,,,,,,-111.9132492,33.4063787,,,boundary node created by osm2gmns,
,768,,,,,,,,-111.9454283,33.4194031,,,boundary node created by osm2gmns,
,769,,,,,,,,-111.9454283,33.4110232,,,boundary node created by osm2gmns,
,770,,,,,,,,-111.9074988,33.4274045,,,boundary node created by osm2gmns,
,771,,,,,,,,-111.9454283,33.4231763,,,boundary node created by osm2gmns,
,772,,,,,,,,-111.93012,33.4063787,,,boundary node created by osm2gmns,
,773,,,,,,,,-111.9290192,33.4063787,,,boundary node created by osm2gmns,
,774,,,,,,,,-111.9359727,33.4063787,,,boundary node created by osm2gmns,
,775,,,,,,,,-111.9454283,33.4168264,,,boundary node created by osm2gmns,
,776,,,,,,,,-111.9329222,33.4063787,,,boundary node created by osm2gmns,
,777,,,,,,,,-111.9074988,33.4182061,,,boundary node created by osm2gmns,
,778,,,,,,,,-111.9454283,33.4243256,,,boundary node created by osm2gmns,
,779,,,,,,,,-111.9074988,33.4200766,,,boundary node created by osm2gmns,
,780,,,,,,,,-111.9454283,33.4160708,,,boundary node created by osm2gmns,
,781,,,,,,,,-111.9454283,33.4087668,,,boundary node created by osm2gmns,
,782,,,,,,,,-111.9454283,33.4102621,,,boundary node created by osm2gmns,
,783,,,,,,,,-111.9454283,33.4206395,,,boundary node created by osm2gmns,
,784,,,,,,,,-111.9454283,33.4177904,,,boundary node created by osm2gmns,
,785,,,,,,,,-111.9454283,33.4095146,,,boundary node created by osm2gmns,
,786,,,,,,,,-111.9094402,33.4340764,,,boundary node created by osm2gmns,
,787,,,,,,,,-111.9454283,33.4307627,,,boundary node created by osm2gmns,
,788,,,,,,,,-111.9454283,33.4146376,,,boundary node created by osm2gmns,
,789,,,,,,,,-111.9454283,33.4264296,,,boundary node created by osm2gmns,
,790,,,,,,,,-111.9262874,33.4063787,,,boundary node created by osm2gmns,
,791,,,,,,,,-111.9074988,33.417496,,,boundary node created by osm2gmns,
,792,,,,,,,,-111.9338946,33.4063787,,,boundary node created by osm2gmns,
,793,,,,,,,,-111.9310755,33.4063787,,,boundary node created by osm2gmns,
,794,,,,,,,,-111.9349083,33.4063787,,,boundary node created by osm2gmns,
,795,,,,,,,,-111.9074988,33.4292515,,,boundary node created by osm2gmns,
,796,,,,,,,,-111.9074988,33.4219987,,,boundary node created by osm2gmns,
,797,,,,,,,,-111.9454283,33.4291374,,,boundary node created by osm2gmns,
,798,,,,,,,,-111.9091195,33.4063787,,,boundary node created by osm2gmns,
,799,,,,,,,,-111.9074988,33.4146419,,,boundary node created by osm2gmns,
,800,,,,,,,,-111.9454283,33.431424,,,boundary node created by osm2gmns,
,801,,,,,,,,-111.9454283,33.4313141,,,boundary node created by osm2gmns,
,802,,,,,,,,-111.9074988,33.4293778,,,boundary node created by osm2gmns,
,803,,,,,,,,-111.9074988,33.4074335,,,boundary node created by osm2gmns,
,804,,,,,,,,-111.9074988,33.4148473,,,boundary node created by osm2gmns,
,805,,,,,,,,-111.9074988,33.4075654,,,boundary node created by osm2gmns,
,806,,,,,,,,-111.9398017,33.4063787,,,boundary node created by osm2gmns,
,807,,,,,,,,-111.9177063,33.4063787,,,boundary node created by osm2gmns,
,808,,,,,,,,-111.9454283,33.430546,,,boundary node created by osm2gmns,
,809,,,,,,,,-111.9454283,33.4294628,,,boundary node created by osm2gmns,
,810,,,,,,,,-111.9213116,33.4063787,,,boundary node created by osm2gmns,
,811,,,,,,,,-111.9454283,33.4073737,,,boundary node created by osm2gmns,
,812,,,,,,,,-111.9454283,33.4254738,,,boundary node created by osm2gmns,
,813,,,,,,,,-111.9195633,33.4063787,,,boundary node created by osm2gmns,
,814,41529701_2704829968,traffic_signals,,1,,,,-111.9263026,33.4245036,23,,,
,815,41529740_2625359015,traffic_signals,,1,,,,-111.9400121,33.4243449,6,,,
,816,41573995_2714317928,traffic_signals,,1,,,,-111.9262829,33.4288401,14,,,
,817,41605233_2625359028_2714318022_2714318023,traffic_signals,,1,,,,-111.9400276,33.4296239,5,,,
,818,41624261_330683946,traffic_signals,,1,,,,-111.9366093,33.41467,26,,,
,819,41630200_2625359017,traffic_signals,,1,,,,-111.9400208,33.4264643,0,,,
,820,41638511_2714317958,traffic_signals,,1,,,,-111.9090868,33.4292521,13,,,
,821,41662581_2625359021,traffic_signals,,1,,,,-111.9400156,33.427385,7,,,
,822,41662584_2625359016,traffic_signals,,1,,,,-111.9400202,33.4254921,9,,,
,823,41662587_2625359013,traffic_signals,,1,,,,-111.9400134,33.4231921,2,,,
,824,41662590_2941419916_2941419917,traffic_signals,,1,,,,-111.9399568,33.4219351,20,,,
,825,41714336_2860653270,traffic_signals,,1,,,,-111.9366617,33.4219501,28,,,
,826,41714339_8269005072,traffic_signals,,1,,,,-111.9349692,33.4219591,27,,,
,827,41736777_2714317917,traffic_signals,,1,,,,-111.9293054,33.4287176,18,,,
,828,41883123_4084510563,traffic_signals,,1,,,,-111.9176973,33.4075105,22,,,
,829,316870186_2625358994,traffic_signals,,1,,,,-111.9395404,33.4160198,8,,,
,830,330683931_330683932,traffic_signals,,1,,,,-111.9124079,33.4148625,10,,,
intersection4,831,330683940_330683969,traffic_signals,,1,,,,-111.9262901,33.4147683,15,,,120
,832,330683945_330683964,traffic_signals,,1,,,,-111.9349572,33.4146838,21,,,
,833,330683976_330683977,traffic_signals,,1,,,,-111.9124062,33.4146769,11,,,
,834,330689192_330689685,traffic_signals,,1,,,,-111.9224368,33.4167563,4,,,
,835,1698683826_2625359006,traffic_signals,,1,,,,-111.939941,33.4190564,1,,,
,836,1698683852_2625359008,traffic_signals,,1,,,,-111.9399653,33.420492,25,,,
,837,2065989239_2065989244_2065989250_2065989260,traffic_signals,,1,,,,-111.9399078,33.4147467,3,,,
,838,2065989266_2916726375,traffic_signals,,1,,,,-111.9381457,33.4219425,19,,,
,839,2096552754_3026629623,traffic_signals,,1,,,,-111.9092741,33.4320347,29,,,
intersection1,840,2704829948_5013837645,traffic_signals,,1,,,,-111.9263253,33.4220282,12,,,120
,841,2714317962_5013817163,traffic_signals,,1,,,,-111.9179242,33.4292664,17,,,
,842,4084510562_4084510567,traffic_signals,,1,,,,-111.9091054,33.4075007,16,,,
,843,5176314770_8269005064,traffic_signals,,1,,,,-111.9307644,33.4219973,24,,,
