mvmt_id,node_id,osm_node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,lanes,ib_osm_node_id,ob_osm_node_id,type,penalty,capacity,ctrl_type,movement_str,geometry,volume,free_speed
474,67,83604170,,545,1,,508,1,,1,3529416882,83587099,left,,,,WBL,"LINESTRING (-111.8881438 40.7432604, -111.8883305 40.7432604, -111.8883245 40.7429139)"
475,68,83605776,,66,1,,68,1,,1,83553448,,thru,,,,WBT,"LINESTRING (-111.8910564 40.7383544, -111.8925646 40.7383413, -111.8933 40.7383385)"
476,68,83605776,,66,1,,260,1,,1,83553448,83717204,right,,,,WBR,"LINESTRING (-111.8910564 40.7383544, -111.8925646 40.7383413, -111.8925149 40.7395912)"
477,68,83605776,,66,1,,261,1,,1,83553448,83714066,left,,,,WBL,"LINESTRING (-111.8910564 40.7383544, -111.8925646 40.7383413, -111.8925963 40.7367718)"
478,68,83605776,,69,1,,67,1,,1,,83553448,thru,,,,EBT,"LINESTRING (-111.8933 40.7383385, -111.8925646 40.7383413, -111.8910564 40.7383544)"
479,68,83605776,,69,1,,260,1,,1,,83717204,left,,,,EBL,"LINESTRING (-111.8933 40.7383385, -111.8925646 40.7383413, -111.8925149 40.7395912)"
480,68,83605776,,69,1,,261,1,,1,,83714066,right,,,,EBR,"LINESTRING (-111.8933 40.7383385, -111.8925646 40.7383413, -111.8925963 40.7367718)"
481,68,83605776,,259,1,,67,1,,1,83717204,83553448,left,,,,SBL,"LINESTRING (-111.8925149 40.7395912, -111.8925646 40.7383413, -111.8910564 40.7383544)"
482,68,83605776,,259,1,,68,1,,1,83717204,,right,,,,SBR,"LINESTRING (-111.8925149 40.7395912, -111.8925646 40.7383413, -111.8933 40.7383385)"
483,68,83605776,,259,1,,261,1,,1,83717204,83714066,thru,,,,SBT,"LINESTRING (-111.8925149 40.7395912, -111.8925646 40.7383413, -111.8925963 40.7367718)"
484,68,83605776,,262,1,,67,1,,1,83714066,83553448,right,,,,NBR,"LINESTRING (-111.8925963 40.7367718, -111.8925646 40.7383413, -111.8910564 40.7383544)"
485,68,83605776,,262,1,,68,1,,1,83714066,,left,,,,NBL,"LINESTRING (-111.8925963 40.7367718, -111.8925646 40.7383413, -111.8933 40.7383385)"
486,68,83605776,,262,1,,260,1,,1,83714066,83717204,thru,,,,NBT,"LINESTRING (-111.8925963 40.7367718, -111.8925646 40.7383413, -111.8925149 40.7395912)"
487,69,83617914,,72,1,,438,2,,1,83600857,83659823,right,,,,SBR,"LINESTRING (-111.8839377 40.7519529, -111.8839374 40.749797, -111.8853613 40.7497922)"
488,69,83617914,,72,1,,439,1,,1,83600857,,left,,,,SBL,"LINESTRING (-111.8839377 40.7519529, -111.8839374 40.749797, -111.883 40.7497944)"
489,69,83617914,,437,1,,73,1,,1,83659823,83600857,left,,,,EBL,"LINESTRING (-111.8853613 40.7497922, -111.8839374 40.749797, -111.8839377 40.7519529)"
490,69,83617914,,437,2,,439,2,,1,83659823,,thru,,,,EBT,"LINESTRING (-111.8853613 40.7497922, -111.8839374 40.749797, -111.883 40.7497944)"
491,69,83617914,,440,2,,73,1,,1,,83600857,right,,,,WBR,"LINESTRING (-111.883 40.7497944, -111.8839374 40.749797, -111.8839377 40.7519529)"
492,69,83617914,,440,1,,438,1,,1,,83659823,thru,,,,WBT,"LINESTRING (-111.883 40.7497944, -111.8839374 40.749797, -111.8853613 40.7497922)"
493,70,83617919,,76,1,,204,1,,1,83552707,83659773,right,,,,SBR,"LINESTRING (-111.8842626 40.7295135, -111.8842734 40.7287493, -111.8854404 40.7287122)"
494,70,83617919,,76,1,,205,1,,1,83552707,,left,,,,SBL,"LINESTRING (-111.8842626 40.7295135, -111.8842734 40.7287493, -111.883 40.7287286)"
495,70,83617919,,203,1,,77,1,,1,83659773,83552707,left,,,,EBL,"LINESTRING (-111.8854404 40.7287122, -111.8842734 40.7287493, -111.8842626 40.7295135)"
496,70,83617919,,203,1,,205,1,,1,83659773,,thru,,,,EBT,"LINESTRING (-111.8854404 40.7287122, -111.8842734 40.7287493, -111.883 40.7287286)"
497,70,83617919,,206,1,,77,1,,1,,83552707,right,,,,WBR,"LINESTRING (-111.883 40.7287286, -111.8842734 40.7287493, -111.8842626 40.7295135)"
498,70,83617919,,206,1,,204,1,,1,,83659773,thru,,,,WBT,"LINESTRING (-111.883 40.7287286, -111.8842734 40.7287493, -111.8854404 40.7287122)"
499,71,83617921,,78,1,,489,2,,1,83594923,83571184,right,,,,SBR,"LINESTRING (-111.8841132 40.7270557, -111.8841387 40.7254428, -111.8844506 40.7254404)"
500,71,83617921,,78,1,,490,1,,1,83594923,83701772,left,,,,SBL,"LINESTRING (-111.8841132 40.7270557, -111.8841387 40.7254428, -111.8835068 40.7254415)"
501,71,83617921,,488,1,,79,1,,1,83571184,83594923,left,,,,EBL,"LINESTRING (-111.8844506 40.7254404, -111.8841387 40.7254428, -111.8841132 40.7270557)"
502,71,83617921,,488,2,,490,2,,1,83571184,83701772,thru,,,,EBT,"LINESTRING (-111.8844506 40.7254404, -111.8841387 40.7254428, -111.8835068 40.7254415)"
503,71,83617921,,491,2,,79,1,,1,83701772,83594923,right,,,,WBR,"LINESTRING (-111.8835068 40.7254415, -111.8841387 40.7254428, -111.8841132 40.7270557)"
504,71,83617921,,491,1,,489,1,,1,83701772,83571184,thru,,,,WBT,"LINESTRING (-111.8835068 40.7254415, -111.8841387 40.7254428, -111.8844506 40.7254404)"
505,72,83617930,,80,1,,82,1,,1,83569594,83617932,thru,,,,SBT,"LINESTRING (-111.8839413 40.7416243, -111.8839717 40.7391619, -111.8839606 40.7367955)"
506,72,83617930,,80,1,,115,1,,1,83569594,83645880,right,,,,SBR,"LINESTRING (-111.8839413 40.7416243, -111.8839717 40.7391619, -111.8853779 40.7391574)"
507,72,83617930,,80,1,,116,1,,1,83569594,,left,,,,SBL,"LINESTRING (-111.8839413 40.7416243, -111.8839717 40.7391619, -111.883 40.7391613)"
508,72,83617930,,83,1,,81,1,,1,83617932,83569594,thru,,,,NBT,"LINESTRING (-111.8839606 40.7367955, -111.8839717 40.7391619, -111.8839413 40.7416243)"
509,72,83617930,,83,1,,115,1,,1,83617932,83645880,left,,,,NBL,"LINESTRING (-111.8839606 40.7367955, -111.8839717 40.7391619, -111.8853779 40.7391574)"
510,72,83617930,,83,1,,116,1,,1,83617932,,right,,,,NBR,"LINESTRING (-111.8839606 40.7367955, -111.8839717 40.7391619, -111.883 40.7391613)"
511,72,83617930,,114,1,,81,1,,1,83645880,83569594,left,,,,EBL,"LINESTRING (-111.8853779 40.7391574, -111.8839717 40.7391619, -111.8839413 40.7416243)"
512,72,83617930,,114,1,,82,1,,1,83645880,83617932,right,,,,EBR,"LINESTRING (-111.8853779 40.7391574, -111.8839717 40.7391619, -111.8839606 40.7367955)"
513,72,83617930,,114,1,,116,1,,1,83645880,,thru,,,,EBT,"LINESTRING (-111.8853779 40.7391574, -111.8839717 40.7391619, -111.883 40.7391613)"
514,72,83617930,,117,1,,81,1,,1,,83569594,right,,,,WBR,"LINESTRING (-111.883 40.7391613, -111.8839717 40.7391619, -111.8839413 40.7416243)"
515,72,83617930,,117,1,,82,1,,1,,83617932,left,,,,WBL,"LINESTRING (-111.883 40.7391613, -111.8839717 40.7391619, -111.8839606 40.7367955)"
516,72,83617930,,117,1,,115,1,,1,,83645880,thru,,,,WBT,"LINESTRING (-111.883 40.7391613, -111.8839717 40.7391619, -111.8853779 40.7391574)"
517,73,83617932,,82,1,,84,1,,1,83617930,5994631534,thru,,,,SBT,"LINESTRING (-111.8839717 40.7391619, -111.8839606 40.7367955, -111.8839737 40.7359827)"
518,73,83617932,,82,1,,501,1,,1,83617930,83659847,right,,,,SBR,"LINESTRING (-111.8839717 40.7391619, -111.8839606 40.7367955, -111.8853931 40.7367963)"
519,73,83617932,,82,1,,502,1,,1,83617930,,left,,,,SBL,"LINESTRING (-111.8839717 40.7391619, -111.8839606 40.7367955, -111.883 40.7367907)"
520,73,83617932,,85,1,,83,1,,1,5994631534,83617930,thru,,,,NBT,"LINESTRING (-111.8839737 40.7359827, -111.8839606 40.7367955, -111.8839717 40.7391619)"
521,73,83617932,,85,1,,501,1,,1,5994631534,83659847,left,,,,NBL,"LINESTRING (-111.8839737 40.7359827, -111.8839606 40.7367955, -111.8853931 40.7367963)"
522,73,83617932,,85,1,,502,1,,1,5994631534,,right,,,,NBR,"LINESTRING (-111.8839737 40.7359827, -111.8839606 40.7367955, -111.883 40.7367907)"
523,73,83617932,,500,1,,83,1,,1,83659847,83617930,left,,,,EBL,"LINESTRING (-111.8853931 40.7367963, -111.8839606 40.7367955, -111.8839717 40.7391619)"
524,73,83617932,,500,1,,84,1,,1,83659847,5994631534,right,,,,EBR,"LINESTRING (-111.8853931 40.7367963, -111.8839606 40.7367955, -111.8839737 40.7359827)"
525,73,83617932,,500,1,,502,1,,1,83659847,,thru,,,,EBT,"LINESTRING (-111.8853931 40.7367963, -111.8839606 40.7367955, -111.883 40.7367907)"
526,73,83617932,,503,1,,83,1,,1,,83617930,right,,,,WBR,"LINESTRING (-111.883 40.7367907, -111.8839606 40.7367955, -111.8839717 40.7391619)"
527,73,83617932,,503,1,,84,1,,1,,5994631534,left,,,,WBL,"LINESTRING (-111.883 40.7367907, -111.8839606 40.7367955, -111.8839737 40.7359827)"
528,73,83617932,,503,1,,501,1,,1,,83659847,thru,,,,WBT,"LINESTRING (-111.883 40.7367907, -111.8839606 40.7367955, -111.8853931 40.7367963)"
529,75,83620817,,88,1,,90,1,,1,83553448,83620819,thru,,,,EBT,"LINESTRING (-111.8910564 40.7383544, -111.8896698 40.7383434, -111.888302 40.7383552)"
530,75,83620817,,88,1,,101,1,,1,83553448,83569584,left,,,,EBL,"LINESTRING (-111.8910564 40.7383544, -111.8896698 40.7383434, -111.8896484 40.7415858)"
531,75,83620817,,88,1,,102,1,,1,83553448,83624761,right,,,,EBR,"LINESTRING (-111.8910564 40.7383544, -111.8896698 40.7383434, -111.8896253 40.736771)"
532,75,83620817,,91,1,,89,1,,1,83620819,83553448,thru,,,,WBT,"LINESTRING (-111.888302 40.7383552, -111.8896698 40.7383434, -111.8910564 40.7383544)"
533,75,83620817,,91,1,,101,1,,1,83620819,83569584,right,,,,WBR,"LINESTRING (-111.888302 40.7383552, -111.8896698 40.7383434, -111.8896484 40.7415858)"
534,75,83620817,,91,1,,102,1,,1,83620819,83624761,left,,,,WBL,"LINESTRING (-111.888302 40.7383552, -111.8896698 40.7383434, -111.8896253 40.736771)"
535,75,83620817,,100,1,,89,1,,1,83569584,83553448,right,,,,SBR,"LINESTRING (-111.8896484 40.7415858, -111.8896698 40.7383434, -111.8910564 40.7383544)"
536,75,83620817,,100,1,,90,1,,1,83569584,83620819,left,,,,SBL,"LINESTRING (-111.8896484 40.7415858, -111.8896698 40.7383434, -111.888302 40.7383552)"
537,75,83620817,,100,1,,102,1,,1,83569584,83624761,thru,,,,SBT,"LINESTRING (-111.8896484 40.7415858, -111.8896698 40.7383434, -111.8896253 40.736771)"
538,75,83620817,,103,1,,89,1,,1,83624761,83553448,left,,,,NBL,"LINESTRING (-111.8896253 40.736771, -111.8896698 40.7383434, -111.8910564 40.7383544)"
539,75,83620817,,103,1,,90,1,,1,83624761,83620819,right,,,,NBR,"LINESTRING (-111.8896253 40.736771, -111.8896698 40.7383434, -111.888302 40.7383552)"
540,75,83620817,,103,1,,101,1,,1,83624761,83569584,thru,,,,NBT,"LINESTRING (-111.8896253 40.736771, -111.8896698 40.7383434, -111.8896484 40.7415858)"
541,76,83620819,,90,1,,92,1,,1,83620817,3529416876,thru,,,,EBT,"LINESTRING (-111.8896698 40.7383434, -111.888302 40.7383552, -111.8881218 40.7383584)"
542,76,83620819,,90,1,,413,3,,1,83620817,83621469;3529416874,right,,,,EBR,"LINESTRING (-111.8896698 40.7383434, -111.888302 40.7383552, -111.8882175 40.7367835)"
543,76,83620819,,93,1,,91,1,,1,3529416876,83620817,thru,,,,WBT,"LINESTRING (-111.8881218 40.7383584, -111.888302 40.7383552, -111.8896698 40.7383434)"
544,76,83620819,,93,1,,413,1,,1,3529416876,83621469;3529416874,left,,,,WBL,"LINESTRING (-111.8881218 40.7383584, -111.888302 40.7383552, -111.8882175 40.7367835)"
545,76,83620819,,412,3,,91,1,,1,83569586;3529416879,83620817,right,,,,SBR,"LINESTRING (-111.888216 40.7415871, -111.888302 40.7383552, -111.8896698 40.7383434)"
546,76,83620819,,412,1,,92,1,,1,83569586;3529416879,3529416876,left,,,,SBL,"LINESTRING (-111.888216 40.7415871, -111.888302 40.7383552, -111.8881218 40.7383584)"
547,76,83620819,,412,2,,413,3,,1,83569586;3529416879,83621469;3529416874,thru,,,,SBT,"LINESTRING (-111.888216 40.7415871, -111.888302 40.7383552, -111.8882175 40.7367835)"
548,77,83620821,,94,1,,96,1,,1,3529416876,83620824,thru,,,,EBT,"LINESTRING (-111.8881218 40.7383584, -111.8867624 40.7383548, -111.8853951 40.7383576)"
549,77,83620821,,94,1,,149,1,,1,3529416876,2352588688,left,,,,EBL,"LINESTRING (-111.8881218 40.7383584, -111.8867624 40.7383548, -111.8867537 40.7391814)"
550,77,83620821,,94,1,,150,1,,1,3529416876,83657377,right,,,,EBR,"LINESTRING (-111.8881218 40.7383584, -111.8867624 40.7383548, -111.8867479 40.7367859)"
551,77,83620821,,97,1,,95,1,,1,83620824,3529416876,thru,,,,WBT,"LINESTRING (-111.8853951 40.7383576, -111.8867624 40.7383548, -111.8881218 40.7383584)"
552,77,83620821,,97,1,,149,1,,1,83620824,2352588688,right,,,,WBR,"LINESTRING (-111.8853951 40.7383576, -111.8867624 40.7383548, -111.8867537 40.7391814)"
553,77,83620821,,97,1,,150,1,,1,83620824,83657377,left,,,,WBL,"LINESTRING (-111.8853951 40.7383576, -111.8867624 40.7383548, -111.8867479 40.7367859)"
554,77,83620821,,148,1,,95,1,,1,2352588688,3529416876,right,,,,SBR,"LINESTRING (-111.8867537 40.7391814, -111.8867624 40.7383548, -111.8881218 40.7383584)"
555,77,83620821,,148,1,,96,1,,1,2352588688,83620824,left,,,,SBL,"LINESTRING (-111.8867537 40.7391814, -111.8867624 40.7383548, -111.8853951 40.7383576)"
556,77,83620821,,148,1,,150,1,,1,2352588688,83657377,thru,,,,SBT,"LINESTRING (-111.8867537 40.7391814, -111.8867624 40.7383548, -111.8867479 40.7367859)"
557,77,83620821,,151,1,,95,1,,1,83657377,3529416876,left,,,,NBL,"LINESTRING (-111.8867479 40.7367859, -111.8867624 40.7383548, -111.8881218 40.7383584)"
558,77,83620821,,151,1,,96,1,,1,83657377,83620824,right,,,,NBR,"LINESTRING (-111.8867479 40.7367859, -111.8867624 40.7383548, -111.8853951 40.7383576)"
559,77,83620821,,151,1,,149,1,,1,83657377,2352588688,thru,,,,NBT,"LINESTRING (-111.8867479 40.7367859, -111.8867624 40.7383548, -111.8867537 40.7391814)"
560,78,83620824,,96,1,,282,1,,1,83620821,83645880,left,,,,EBL,"LINESTRING (-111.8867624 40.7383548, -111.8853951 40.7383576, -111.8853779 40.7391574)"
561,78,83620824,,96,1,,283,1,,1,83620821,83659847,right,,,,EBR,"LINESTRING (-111.8867624 40.7383548, -111.8853951 40.7383576, -111.8853931 40.7367963)"
562,78,83620824,,281,1,,97,1,,1,83645880,83620821,right,,,,SBR,"LINESTRING (-111.8853779 40.7391574, -111.8853951 40.7383576, -111.8867624 40.7383548)"
563,78,83620824,,281,1,,283,1,,1,83645880,83659847,thru,,,,SBT,"LINESTRING (-111.8853779 40.7391574, -111.8853951 40.7383576, -111.8853931 40.7367963)"
564,78,83620824,,284,1,,97,1,,1,83659847,83620821,left,,,,NBL,"LINESTRING (-111.8853931 40.7367963, -111.8853951 40.7383576, -111.8867624 40.7383548)"
565,78,83620824,,284,1,,282,1,,1,83659847,83645880,thru,,,,NBT,"LINESTRING (-111.8853931 40.7367963, -111.8853951 40.7383576, -111.8853779 40.7391574)"
566,88,83621480,,321,1,2,619,1,2,2,83621478;3529416854,83621481,thru,,,,SBT,"LINESTRING (-111.8882509 40.725467, -111.8883375 40.723804, -111.8883384 40.723628)"
567,88,83621480,,321,3,,625,1,,1,83621478;3529416854,5864352815,right,,,,SBR,"LINESTRING (-111.8882509 40.725467, -111.8883375 40.723804, -111.8885662 40.7238045)"
568,88,83621480,,620,1,2,619,1,2,2,8236307293,83621481,uturn,,,,NBU,"LINESTRING (-111.8881541 40.7233288, -111.8883375 40.723804, -111.8883384 40.723628)"
569,88,83621480,,620,3,,625,1,,1,8236307293,5864352815,left,,,,NBL,"LINESTRING (-111.8881541 40.7233288, -111.8883375 40.723804, -111.8885662 40.7238045)"
570,88,83621480,,624,1,,619,1,,1,5864352815,83621481,right,,,,EBR,"LINESTRING (-111.8885662 40.7238045, -111.8883375 40.723804, -111.8883384 40.723628)"
571,90,83624761,,102,1,,230,1,,1,83620817,505443111,right,,,,SBR,"LINESTRING (-111.8896698 40.7383434, -111.8896253 40.736771, -111.8897101 40.7367706)"
572,90,83624761,,102,1,,231,1,,1,83620817,83621469;3529416874,left,,,,SBL,"LINESTRING (-111.8896698 40.7383434, -111.8896253 40.736771, -111.8882175 40.7367835)"
573,90,83624761,,229,1,,103,1,,1,505443111,83620817,left,,,,EBL,"LINESTRING (-111.8897101 40.7367706, -111.8896253 40.736771, -111.8896698 40.7383434)"
574,90,83624761,,229,1,,231,1,,1,505443111,83621469;3529416874,thru,,,,EBT,"LINESTRING (-111.8897101 40.7367706, -111.8896253 40.736771, -111.8882175 40.7367835)"
575,90,83624761,,232,1,,103,1,,1,83621469;3529416874,83620817,right,,,,WBR,"LINESTRING (-111.8882175 40.7367835, -111.8896253 40.736771, -111.8896698 40.7383434)"
576,90,83624761,,232,1,,230,1,,1,83621469;3529416874,505443111,thru,,,,WBT,"LINESTRING (-111.8882175 40.7367835, -111.8896253 40.736771, -111.8897101 40.7367706)"
577,91,83624763,,269,1,,271,1,,1,83553444,3529416872,thru,,,,EBT,"LINESTRING (-111.8910837 40.7355763, -111.8897052 40.7355816, -111.8883219 40.7355798)"
578,91,83624763,,269,1,,331,1,,1,83553444,505443111,left,,,,EBL,"LINESTRING (-111.8910837 40.7355763, -111.8897052 40.7355816, -111.8897101 40.7367706)"
579,91,83624763,,269,1,,332,1,,1,83553444,83624766,right,,,,EBR,"LINESTRING (-111.8910837 40.7355763, -111.8897052 40.7355816, -111.8896879 40.7351384)"
580,91,83624763,,272,1,,270,1,,1,3529416872,83553444,thru,,,,WBT,"LINESTRING (-111.8883219 40.7355798, -111.8897052 40.7355816, -111.8910837 40.7355763)"
581,91,83624763,,272,1,,331,1,,1,3529416872,505443111,right,,,,WBR,"LINESTRING (-111.8883219 40.7355798, -111.8897052 40.7355816, -111.8897101 40.7367706)"
582,91,83624763,,272,1,,332,1,,1,3529416872,83624766,left,,,,WBL,"LINESTRING (-111.8883219 40.7355798, -111.8897052 40.7355816, -111.8896879 40.7351384)"
583,91,83624763,,330,1,,270,1,,1,505443111,83553444,right,,,,SBR,"LINESTRING (-111.8897101 40.7367706, -111.8897052 40.7355816, -111.8910837 40.7355763)"
584,91,83624763,,330,1,,271,1,,1,505443111,3529416872,left,,,,SBL,"LINESTRING (-111.8897101 40.7367706, -111.8897052 40.7355816, -111.8883219 40.7355798)"
585,91,83624763,,330,1,,332,1,,1,505443111,83624766,thru,,,,SBT,"LINESTRING (-111.8897101 40.7367706, -111.8897052 40.7355816, -111.8896879 40.7351384)"
586,91,83624763,,333,1,,270,1,,1,83624766,83553444,left,,,,NBL,"LINESTRING (-111.8896879 40.7351384, -111.8897052 40.7355816, -111.8910837 40.7355763)"
587,91,83624763,,333,1,,271,1,,1,83624766,3529416872,right,,,,NBR,"LINESTRING (-111.8896879 40.7351384, -111.8897052 40.7355816, -111.8883219 40.7355798)"
588,91,83624763,,333,1,,331,1,,1,83624766,505443111,thru,,,,NBT,"LINESTRING (-111.8896879 40.7351384, -111.8897052 40.7355816, -111.8897101 40.7367706)"
589,92,83624766,,215,1,,217,1,,1,83553442,83621471,thru,,,,EBT,"LINESTRING (-111.8910795 40.7351342, -111.8896879 40.7351384, -111.8883288 40.7351375)"
590,92,83624766,,215,1,,333,1,,1,83553442,83624763,left,,,,EBL,"LINESTRING (-111.8910795 40.7351342, -111.8896879 40.7351384, -111.8897052 40.7355816)"
591,92,83624766,,215,1,,334,1,,1,83553442,83542106,right,,,,EBR,"LINESTRING (-111.8910795 40.7351342, -111.8896879 40.7351384, -111.8896451 40.7335069)"
592,92,83624766,,218,1,,216,1,,1,83621471,83553442,thru,,,,WBT,"LINESTRING (-111.8883288 40.7351375, -111.8896879 40.7351384, -111.8910795 40.7351342)"
593,92,83624766,,218,1,,333,1,,1,83621471,83624763,right,,,,WBR,"LINESTRING (-111.8883288 40.7351375, -111.8896879 40.7351384, -111.8897052 40.7355816)"
594,92,83624766,,218,1,,334,1,,1,83621471,83542106,left,,,,WBL,"LINESTRING (-111.8883288 40.7351375, -111.8896879 40.7351384, -111.8896451 40.7335069)"
595,92,83624766,,332,1,,216,1,,1,83624763,83553442,right,,,,SBR,"LINESTRING (-111.8897052 40.7355816, -111.8896879 40.7351384, -111.8910795 40.7351342)"
596,92,83624766,,332,1,,217,1,,1,83624763,83621471,left,,,,SBL,"LINESTRING (-111.8897052 40.7355816, -111.8896879 40.7351384, -111.8883288 40.7351375)"
597,92,83624766,,332,1,,334,1,,1,83624763,83542106,thru,,,,SBT,"LINESTRING (-111.8897052 40.7355816, -111.8896879 40.7351384, -111.8896451 40.7335069)"
598,92,83624766,,335,1,,216,1,,1,83542106,83553442,left,,,,NBL,"LINESTRING (-111.8896451 40.7335069, -111.8896879 40.7351384, -111.8910795 40.7351342)"
599,92,83624766,,335,1,,217,1,,1,83542106,83621471,right,,,,NBR,"LINESTRING (-111.8896451 40.7335069, -111.8896879 40.7351384, -111.8883288 40.7351375)"
600,92,83624766,,335,1,,333,1,,1,83542106,83624763,thru,,,,NBT,"LINESTRING (-111.8896451 40.7335069, -111.8896879 40.7351384, -111.8897052 40.7355816)"
601,97,83624787,,111,1,,360,1,,1,6867354551,83553429,left,,,,NBL,"LINESTRING (-111.8893636 40.7238076, -111.8895497 40.7254565, -111.891093 40.7254496)"
602,97,83624787,,111,1,,361,2,,1,6867354551,83621478;3529416854,right,,,,NBR,"LINESTRING (-111.8893636 40.7238076, -111.8895497 40.7254565, -111.8882509 40.725467)"
603,97,83624787,,359,2,,110,1,,1,83553429,6867354551,right,,,,EBR,"LINESTRING (-111.891093 40.7254496, -111.8895497 40.7254565, -111.8893636 40.7238076)"
604,97,83624787,,359,1,,361,1,,1,83553429,83621478;3529416854,thru,,,,EBT,"LINESTRING (-111.891093 40.7254496, -111.8895497 40.7254565, -111.8882509 40.725467)"
605,97,83624787,,362,1,,110,1,,1,83621478;3529416854,6867354551,left,,,,WBL,"LINESTRING (-111.8882509 40.725467, -111.8895497 40.7254565, -111.8893636 40.7238076)"
606,97,83624787,,362,2,,360,2,,1,83621478;3529416854,83553429,thru,,,,WBT,"LINESTRING (-111.8882509 40.725467, -111.8895497 40.7254565, -111.891093 40.7254496)"
607,98,83641859,,258,1,,390,2,,1,83584760,83553456,right,,,,NBR,"LINESTRING (-111.8925406 40.7497715, -111.8925184 40.7519407, -111.8910874 40.7519431)"
608,98,83641859,,258,1,,391,1,,1,83584760,5240125276,left,,,,NBL,"LINESTRING (-111.8925406 40.7497715, -111.8925184 40.7519407, -111.8932655 40.7519366)"
609,98,83641859,,389,1,,257,1,,1,83553456,83584760,left,,,,WBL,"LINESTRING (-111.8910874 40.7519431, -111.8925184 40.7519407, -111.8925406 40.7497715)"
610,98,83641859,,389,2,,391,2,,1,83553456,5240125276,thru,,,,WBT,"LINESTRING (-111.8910874 40.7519431, -111.8925184 40.7519407, -111.8932655 40.7519366)"
611,98,83641859,,392,2,,257,1,,1,5240125276,83584760,right,,,,EBR,"LINESTRING (-111.8932655 40.7519366, -111.8925184 40.7519407, -111.8925406 40.7497715)"
612,98,83641859,,392,1,,390,1,,1,5240125276,83553456,thru,,,,EBT,"LINESTRING (-111.8932655 40.7519366, -111.8925184 40.7519407, -111.8910874 40.7519431)"
613,99,83645880,,115,1,,280,1,,1,83617930,83569592,right,,,,WBR,"LINESTRING (-111.8839717 40.7391619, -111.8853779 40.7391574, -111.8853866 40.7416288)"
614,99,83645880,,115,1,,281,1,,1,83617930,83620824,left,,,,WBL,"LINESTRING (-111.8839717 40.7391619, -111.8853779 40.7391574, -111.8853951 40.7383576)"
615,99,83645880,,279,1,,114,1,,1,83569592,83617930,left,,,,SBL,"LINESTRING (-111.8853866 40.7416288, -111.8853779 40.7391574, -111.8839717 40.7391619)"
616,99,83645880,,279,1,,281,1,,1,83569592,83620824,thru,,,,SBT,"LINESTRING (-111.8853866 40.7416288, -111.8853779 40.7391574, -111.8853951 40.7383576)"
617,99,83645880,,282,1,,114,1,,1,83620824,83617930,right,,,,NBR,"LINESTRING (-111.8853951 40.7383576, -111.8853779 40.7391574, -111.8839717 40.7391619)"
618,99,83645880,,282,1,,280,1,,1,83620824,83569592,thru,,,,NBT,"LINESTRING (-111.8853951 40.7383576, -111.8853779 40.7391574, -111.8853866 40.7416288)"
619,100,83648564,,118,1,,310,1,,1,3529416886,83648567,left,,,,EBL,"LINESTRING (-111.8881297 40.7443567, -111.8853659 40.7443444, -111.8853659 40.7444084)"
620,100,83648564,,118,1,,311,1,,1,3529416886,83604155,right,,,,EBR,"LINESTRING (-111.8881297 40.7443567, -111.8853659 40.7443444, -111.8853663 40.7436801)"
621,100,83648564,,309,1,,119,1,,1,83648567,3529416886,right,,,,SBR,"LINESTRING (-111.8853659 40.7444084, -111.8853659 40.7443444, -111.8881297 40.7443567)"
622,100,83648564,,309,1,,311,1,,1,83648567,83604155,thru,,,,SBT,"LINESTRING (-111.8853659 40.7444084, -111.8853659 40.7443444, -111.8853663 40.7436801)"
623,100,83648564,,312,1,,119,1,,1,83604155,3529416886,left,,,,NBL,"LINESTRING (-111.8853663 40.7436801, -111.8853659 40.7443444, -111.8881297 40.7443567)"
624,100,83648564,,312,1,,310,1,,1,83604155,83648567,thru,,,,NBT,"LINESTRING (-111.8853663 40.7436801, -111.8853659 40.7443444, -111.8853659 40.7444084)"
625,101,83648567,,121,1,,308,1,,1,,83548120,right,,,,WBR,"LINESTRING (-111.883 40.7443982, -111.8853659 40.7444084, -111.8853656 40.7448701)"
626,101,83648567,,121,1,,309,1,,1,,83648564,left,,,,WBL,"LINESTRING (-111.883 40.7443982, -111.8853659 40.7444084, -111.8853659 40.7443444)"
627,101,83648567,,307,1,,120,1,,1,83548120,,left,,,,SBL,"LINESTRING (-111.8853656 40.7448701, -111.8853659 40.7444084, -111.883 40.7443982)"
628,101,83648567,,307,1,,309,1,,1,83548120,83648564,thru,,,,SBT,"LINESTRING (-111.8853656 40.7448701, -111.8853659 40.7444084, -111.8853659 40.7443444)"
629,101,83648567,,310,1,,120,1,,1,83648564,,right,,,,NBR,"LINESTRING (-111.8853659 40.7443444, -111.8853659 40.7444084, -111.883 40.7443982)"
630,101,83648567,,310,1,,308,1,,1,83648564,83548120,thru,,,,NBT,"LINESTRING (-111.8853659 40.7443444, -111.8853659 40.7444084, -111.8853656 40.7448701)"
631,102,83650654,,122,1,,124,1,,1,83553427,83650656,thru,,,,WBT,"LINESTRING (-111.8911081 40.723823, -111.8918691 40.7238232, -111.8928025 40.7238236)"
632,102,83650654,,122,1,,224,1,,1,83553427,83655374,right,,,,WBR,"LINESTRING (-111.8911081 40.723823, -111.8918691 40.7238232, -111.8918744 40.725449)"
